,gold_sents,pegasus_output_sents
271,This 2017 class action lawsuit was brought by a former inmate of the Davidson County Jail in the U.S. District for the Middle District of Tennessee.[SENTMARKER]The plaintiff alleged that the defendant violated the Eighth and Fourteenth Amendments in failing to prevent the spread of scabies in the prison.[SENTMARKER]The case is ongoing.[SENTMARKER]The plaintiff has not yet filed a motion to certify class.,"In 2017, a former inmate at the Metro-Davidson County Detention Facility in Nashville, Tennessee, filed a class action lawsuit against CoreCivic, a private company that owns and operates the facility, alleging that the Defendant violated the Eighth and Fourteenth Amendments to the United States Constitution and the prohibition against cruel and unusual punishment by failing to adequately screen those entering its facility, treat those infected with scabies, respond to inmate requests for medical attention, and quarantine the infected individuals in its care.[SENTMARKER]The class is defined as all male inmates exposed to and infested with the parasite Sarcoptes scabiei (hereafter ""Scabies""), who have been, or who in the future may become, housed at the Defendant's facility in Davidson County.[SENTMARKER]The Plaintiff and the class members were forced to endure painful, itching rashes and sleeplessness while they were housed in the facility.[SENTMARKER]The Defendant retaliated against other inmates, including inmate J.N., for requesting medical treatment.[SENTMARKER]The defendant failed and refused to train its employees upon the proper methods and means to detect, prevent, and treat scabies within its facility.[SENTMARKER]As a result, the medical conditions of Plaintiff and members of the class worsened as a result of the defendant's continued, deliberate indifference to their medical needs and the inhumane conditions of confinement within the meaning of the Eighth Amendment.[SENTMARKER]The plaintiff and class members have complied with all requirements of the Prison Litigation Reform Act, 42 U.S.C.   1997e(a) (""PLRA""), and had exhausted their administrative remedies.[SENTMARKER]The case is ongoing."
272,"A deaf prisoner of the El Paso County jails sued the County in the United States District Court for the Western District of Texas for their failure to accommodate his disability.[SENTMARKER]He was held for eleven days without access to an attorney or an interpreter, in violation of the Americans With disabilities Act ans Section 504 of the Rehabilitation Act. A private settlement was reached in July 2012 which, according to reports, required installation of videophones in the County jails.[SENTMARKER]We have no further information about this case.","On January 9, 2012, a deaf man filed this suit in the U.S. District Court for the Western District of Texas against the County of El Paso, Texas.[SENTMARKER]The plaintiff, Jose Luis Rodriguez, was in custody awaiting trial on a criminal charge.[SENTMARKER]The court ordered the defendant to provide him with reasonable accommodations, including videophone devices, interpreters, and access to closed captioning.[SENTMARKER]The defendant failed to comply with the court's order and the court granted the plaintiff's motion for injunctive and declaratory relief, attorneys' fees, litigation expenses, and costs.[SENTMARKER]The case is now closed."
273,"On March 15, 2012, a group of juvenile prisoners filed a lawsuit in the Middle District of Florida against the Polk County Jail, claiming violations of their physical and medical care.[SENTMARKER]Preliminary injunction was denied.[SENTMARKER]Class certification was granted.[SENTMARKER]A bench trial was held on from November 18, 2013 to December 18, 2013.[SENTMARKER]On April 16, 2015, Judge Merryday issued an opinion denying relief to the plaintiffs, holding that plaintiffs failed to show defendants' violations of their constitutional rights.[SENTMARKER]The case closed in 2016.","On April 30, 2013, a group of inmates at the Central County Jail in Bartow, Florida, filed a class action lawsuit in the U.S. District Court for the Middle District of Florida against the Polk County Sheriff's Office and Corizon Health, Inc., a health care provider retained by the Sheriff.[SENTMARKER]The plaintiffs alleged that the defendants violated their Eighth Amendment rights under the Fourteenth Amendment by failing to provide them with adequate mental health care and by denying them access to their dinner trays.[SENTMARKER]The district court granted summary judgment for the Sheriff but denied the officers' claim of qualified immunity.[SENTMARKER]The Supreme Court reversed the Fifth Circuit and addressed the question whether an application of excessive force can result in an Eighth Amendment violation ""if the inmate does not suffer serious injury.""[SENTMARKER]The case was remanded to the district court for further proceedings.[SENTMARKER]The case is now closed."
274,"Three minors represented by the Southern Poverty Law Center, Florida Justice Institute, Inc., and Florida Legal Services, filed suit on September 4, 2019 in the Northern District of Florida against the Florida Department of Juvenile Justice (DJJ).[SENTMARKER]Plaintiffs sought class action certification to represent children subject to solitary confinement in DJJ-run detention centers.[SENTMARKER]The defendant's summary judgment motion on the merits was denied on December 6, 2019, and the case is in ongoing mediation talks.","July 24, 2017 DATE ||||| American Disabilities Act ORG ||| 14th and Eighth Amendments LAW ||| 1343, 2201, 2202,  42 U.S.C.  1983 LAW | Florida Youth Development Center LAW | Miami-Dade County LAW |  2018 DATE | Miami Dade County ORG [CONTRACTED] On July 24, 2017, a group of children with disabilities filed this class action lawsuit in the United States District Court for the Northern District of Florida on behalf of children who were being held in solitary confinement at the Florida Juvenile Development Center.[SENTMARKER]The plaintiffs alleged that DJJ was subjecting children diagnosed with serious mental illness, trauma, learning disabilities, intellectual disabilities, and who had engaged in acts of self-injury or attempted suicide to a risk of harm by placing them in punitive isolation in dangerous conditions.[SENTMARKER]They sought declaratory and injunctive relief requiring DJJ to cease the challenged unlawful policies and practices.[SENTMARKER]The court granted the plaintiffs' motion for summary judgment, and the case was closed on July 24, 2017."
275,"DOJ's investigation of the conditions at the Hawaii Youth Correctional Facility (""HYCF"") in August 2004 concluded that the facility lacked policies to protect the detained youth from abuse or suicide risks.[SENTMARKER]DOJ recommended reforms at the HYCF through a Memorandum of Agreement (MOA) that was executed by the parties.[SENTMARKER]This case was brought to retain jurisdiction of the district court of Hawaii's jurisdiction over the case until a final order is entered to dismiss the case with prejudice.","On August 14, 2004, the United States Attorney's Office for the District of Hawai'i filed this lawsuit in the United District Court for the district of Hawaii against the State of Hawaii and the Hawaii Department of Education.[SENTMARKER]The complaint alleged that the State failed to provide access to medical and mental health care, adequate special education instruction, and adequate harm protection measures to the youth at the Hawaii Youth correctional facility in Kailua, Hawaii.[SENTMARKER]The case was brought pursuant to the Civil Rights of Institutionalized Persons Act of 2004 and the Violent Crime Control and Law Enforcement Act of 1994 and the Individuals with Disabilities Education Act of 1974 (IDEA).[SENTMARKER]The parties entered into a memorandum of agreement in which the parties agreed that the DOJ would have the right to conduct unannounced visits to the facility.[SENTMARKER]The parties also agreed that they would have no remedy or action available for the State's alleged breach of this Agreement other than the reinstatement of the complaint that this Agreement settled.[SENTMARKER]On February 9, 2006, the parties filed a joint stipulation to dismiss the case with prejudice.[SENTMARKER]The court granted the parties' motion to dismiss with prejudice, and the case was closed."
276,"The Attorney General filed suit against the state of Ohio, its governor, the director of youth services, and the superintendents of its juvenile correctional facilities pursuant to 42 U.S.C. § 14141 for an alleged pattern or practice of violating the rights of juvenile detainees under the 14th Amendment, the Individuals with Disabilities Education Act (IDEA), and the Rehabilitation Act of 1973.[SENTMARKER]The United States alleged that Ohio failed to protect the youth at its facilities from harm and undue risk of harm, failed to meet their medical and mental health needs, and failed to provide adequate special education services.[SENTMARKER]The suit was filed as a result of Department of Justice (DOJ) investigations into the conditions of confinement at the Scioto and Marion centers that began in 2005.[SENTMARKER]The Marion facility closed soon after the first injunction in this case.[SENTMARKER]Ohio achieved substantial compliance in 2015, and the consent decree was terminated on December 3, 2015.","On March 16, 2005, the United States Department of Justice (DOJ) notified the State of Ohio of its intent to investigate conditions of confinement at the Scioto Juvenile Correctional Facility (Scioto) in Delaware, Ohio, pursuant to the Civil Rights of Institutionalized Persons Act, 42 U.S.C.  1997, and the Violent Crime Control and Law Enforcement Act of 1994,42 U.N.C  14141.[SENTMARKER]Among other things, the Cohen Report addressed issues regarding protection from harm, medical care, mental health care, and special education at Scioto.[SENTMARKER]On June 4, 2008, the parties entered into a stipulation for injunctive relief (the Stipulation) concerning conditions at both Scioto and the Marion juvenile correctional facility.[SENTMARKER]The parties reached an agreement on the resolution of the plaintiffs’ claims, which the Court approved on March 29, 2011.[SENTMARKER]The parties have since amended their agreement twice, and the parties have agreed to withdraw without prejudice its motion for a temporary restraining order.[SENTMARKER]On March 29, 2011, the parties filed a motion to dismiss the case, which was denied by the Court.[SENTMARKER]The Court entered a final judgment in favor of the State on March 30, 2011.[SENTMARKER]On March 30, 2012, the parties agreed to enter into a consent decree for the purpose and structure of the PROGRESS Unit.[SENTMARKER]The consent decree, which is subject to court approval, requires the State to implement a medical quality improvement program, environmental conditions, and management of special dietary needs for youth.[SENTMARKER]The court granted the State's motion for summary judgment.[SENTMARKER]The case was dismissed without prejudice."
277,"The juvenile plaintiff brought suit against the Minnehaha County Juvenile Detention Center, challenging the center's policy of strip-searching all juveniles admitted to the Detention Center, without any reasonable suspicion that the juveniles were concealing weapons or contraband.[SENTMARKER]The Eighth Circuit overturned the District Court's ruling, holding that the search of the named plaintiff did not violate the Fourth Amendment.[SENTMARKER]On remand, the parties reached a monetary settlement before having to relitigate the case.","On November 1, 2000, a former juvenile detainee filed this civil rights lawsuit in the United States District Court for the District of S. Dakota.[SENTMARKER]The plaintiff alleged that her civil rights were violated when she was strip searched and questioned about her religious beliefs and practices.[SENTMARKER]The district court certified two classes of plaintiffs, one for injunctive relief and one for punitive damages.[SENTMARKER]The defendants filed a motion to reconsider the district court's summary judgment in light of the Second Circuit's decision in NG v. Connecticut, 382 F.3d 225 (2d Cir.[SENTMARKER]2004), which held that the JDC's written search policy in effect in August 1999 was unconstitutional and that the subsequent changes to the policy did not cure the constitutional defects.[SENTMARKER]On August 9, 2006, the Eighth Circuit remanded the case for further proceedings consistent with its August 9th, 2006 opinion.[SENTMARKER]The parties entered into a settlement agreement in which the defendants agreed to pay the plaintiffs in the amount of $75,000.[SENTMARKER]The case was dismissed with prejudice in accordance with the settlement agreement."
278,"This suit was filed May 7, 2004.[SENTMARKER]Plaintiffs were individuals who had been involuntarily civilly confined pursuant to Sexually Violent Predator Act into the custody of the Florida Dept.[SENTMARKER]of Children and Families in the Florida Civil Commitment Center (FCCC).[SENTMARKER]Plaintiffs argued that the State failed to provide adequate rehabilitive treatment necessary for their eventual recovery and release.[SENTMARKER]In November 2009, after five years of discovery and motions practice, the case settled, with the State agreeing to implement policies that addressed all the plaintiffs' allegations.","In May 2004, a group of sex offenders who were civilly detained under the Florida Sexually Violent Predator Act filed a class action lawsuit in the United States District Court for the Middle District of Florida.[SENTMARKER]The plaintiffs alleged that the defendants violated their constitutional rights by failing to provide adequate treatment, mental health services, and on-site medical services to the residents confined at the facility.[SENTMARKER]The parties agreed to a class-action settlement in June 2009, and the case was dismissed with prejudice in June 2009.[SENTMARKER]The parties filed a joint motion for approval of the settlement and dismissal of the case with prejudice on June 2009.[SENTMARKER]On June 4, 2009, the court granted the motion, removed the case from the trial calendar, and gave the parties 60 days to file a motion seeking approval of a settlement.[SENTMARKER]The settlement was approved by the court on June 5, 2009."
279,"On February 27, 2002, four individuals involuntarily detained by the Illinois Department of Human Services (""DHS"") pursuant to the Sexually Violent Persons Commitment Act (“SVP Act”) on behalf of themselves and all others similarly situated filed this lawsuit in the U.S. District Court for Northern Illinois.[SENTMARKER]The plaintiffs claimed that the defendants failed to provide adequate and meaningful health treatment to the plaintiffs and those similarly situated and the treatment and care that was given was punitive and Constitutionally inadequate.[SENTMARKER]In 2005, Judge Leinenweber granted the plaintiffs’ demand for declaratory relief concerning the previous Special or Secure Management Status (“SMS”) used at the Joliet Treatment and Detention Facility (the “TDF”) stating that it was unconstitutional; however all of the plaintiffs’ remaining claims were denied including the claim of inadequate treatment.","On April 3, 2003, three civilly committed sex offenders filed a class action suit in the United States District Court for the District of Northern Illinois against the Illinois Department of Human Services and the Illinois SexualLY Violent Persons Treatment Facility.[SENTMARKER]The plaintiffs alleged that the defendants violated their civil rights by failing to provide them with adequate treatment and confinement conditions.[SENTMARKER]The court granted the defendants' motion for declaratory and injunctive relief.[SENTMARKER]The case was dismissed without prejudice and without costs with leave to move to reinstate on or before October 13, 2009.[SENTMARKER]The parties entered a settlement agreement in which the defendants agreed to provide the plaintiffs with education and vocational services."
280,"On Aug.[SENTMARKER]14, 2014, a number of prisoners in Louisiana filed a class action under 42 U.S.C. § 1983 claiming that the state violated the ADA, Rehabilitation Act, and their 14th Amendment due process rights by keeping them incarcerated despite their being found not guilty by reason of insanity and committed by the court to the state's mental health facility.[SENTMARKER]On July 18, 2016, the Court dismissed the case without prejudice to the right to reopen it within sixty days if the parties did not settle.[SENTMARKER]The parties subsequently settled, agreeing to send individuals found not guilty due to insanity to mental health institutions.","On December 19, 2014, the Advocacy Center for the mentally ill filed this class action lawsuit in the United States district court for the middle district of Louisiana against the Louisiana Department of Health and Hospitals (DHH) alleging that the defendants violated the Due Process Clause of the Fourteenth Amendment and the Americans with Disabilities Act of 1990 (ADA) and Section 504 of the Rehabilitation Act of 1973 (RA) by failing to provide adequate mental health care to individuals who were found not guilty by reason of insanity (NGRI) and committed to a mental health facility pursuant to the ADA.[SENTMARKER]The class was represented by counsel experienced in the prosecution of class actions.[SENTMARKER]On November 16, 2016, the parties entered into a settlement agreement in which the defendants agreed to pay the plaintiffs' reasonable attorney's fees and costs.[SENTMARKER]The parties agreed that they would submit a report to the court on the first working day of each month beginning November 16, 2016 and that the parties would have thirty (30) days from the date of the settlement to come into or establish compliance with the settlement agreement.[SENTMARKER]The court granted the motion for judicial enforcement on November 16, 2016.[SENTMARKER]The case was closed on December 19, 2016."
281,"This was a class-action lawsuit in which the plaintiffs alleged that the Commonwealth of Massachusetts had failed to provide medically necessary services as required under the federal Medicaid Act, and that it had failed to inform parents and children that they were entitled to these covered services.[SENTMARKER]The district court found that the Commonwealth violated provisions of the federal Medicaid Act by failing to provide home-based services to thousands of children across the state.[SENTMARKER]In 2007, the district court approved a remedial plan intended to restructure the children’s mental health system by incorporating intensive home-based services, including behavioral health screenings, assessments, case management, crisis intervention and in-home therapeutic supports.[SENTMARKER]It also appointed a monitor to oversee implementation and compliance.[SENTMARKER]The parties agreed to extend the monitor’s appointment several times, with the final extension expiring on December 31, 2018.[SENTMARKER]In July 2019, the court granted the plaintiffs’ motion to again extend the monitor’s appointment; the First Circuit overturned this ruling on May 4, 2020.[SENTMARKER]As of August 2020, the extension is before the district court on remand.","On October 31, 2001, a class of Medicaid-eligible children, acting through their parents or guardians, filed this class action lawsuit in the United States district court for the district of Massachusetts.[SENTMARKER]The plaintiffs alleged violations of the Medicaid Act's provisions covering early and periodic screening, diagnostic, and treatment services ("" EPSDT""), as well as the statute's ""reasonable promptness"" requirements for providing those services to low-income children suffering from serious emotional disturbances (""SED"").[SENTMARKER]The defendants moved to dismiss the case on three grounds.[SENTMARKER]The district court denied the defendants' motion, and the parties agreed to a joint remedial plan.[SENTMARKER]The parties agreed that the defendants would not require a primary care visit or EPSDT screening as a prerequisite for an eligible child to receive MassHealth behavioral health services.[SENTMARKER]The court issued a final judgment, largely adopting the Commonwealth's proposed remedial plan, in June 2013.[SENTMARKER]The defendants appealed and the case was remanded to the First Circuit for further proceedings.[SENTMARKER]The First Circuit affirmed the district court's final judgment in January 2006, holding that the Commonwealth had violated Medicaid Act provisions by failing to provide with reasonable promptness and EPSDT services to SED children.[SENTMARKER]The case is now closed."
282,"The U.S. sued the State of Mississippi under the Americans with Disabilities Act.[SENTMARKER]The U.S. alleged that the State knowingly failed to provide adequate mental health programs for adults with mental illness and segregated adults with disabilities in their State-run hospitals.[SENTMARKER]After a four-week bench trial, the court found that the health system violated the ADA and required a special master to determine and oversee the remedial process.[SENTMARKER]The case is ongoing.","In 2016, the United States filed this lawsuit against the State of Mississippi under Title II of the Americans with Disabilities Act (ADA) alleging that the State was violating the ADA by requiring thousands of Mississippi residents with mental illness or developmental disabilities to receive services in state-run psychiatric hospitals instead of community-based services.[SENTMARKER]The complaint alleged that the state's policies, practices, and actions have led to the unnecessary segregation of individuals with mental illnesses in state hospitals and placed many other individuals at serious risk of institutionalization.[SENTMARKER]The parties have stipulated that Mississippi must comply with the ADA and its implementing regulations.[SENTMARKER]In December 2018, the court granted the State's motion for summary judgment, finding that it had not adequately articulated a necessary element of the claim.[SENTMARKER]The court also granted the defendants' motion for a declaratory judgment.[SENTMARKER]The case is now closed."
283,"Plaintiff, a student at Hunter College of the City University of New York, brought this action against the College and its administrators on August 20, 2004, in the U.S. District Court for the Southern District of New York.[SENTMARKER]Plaintiff, who was diagnosed with Major Depressive Disorder and Attention Deficit Hyperactivity Disorder, brought claims under the Fair Housing Act, the ADA, and Section 504 after the College forced her to leave its dormitory following her suicide attempt in June 2004.[SENTMARKER]The case eventually settled, with defendants paying plaintiff attorneys' fees and damages.","On October 7, 2004, a student with a disability filed a complaint against Hunter College and the owner and manager of Brookdale Residence Hall, a dormitory, alleging intentional discrimination and disparate impact under the Fair Housing Act and the Americans With Disabilities Act.[SENTMARKER]The complaint alleged that the defendants' policy had a disparate impact on people with mental illnesses.[SENTMARKER]In view of the seriousness of the harm inflicted in prior episodes, the district court granted the plaintiff’s application for a preliminary injunction, finding that an additional year’s delay in her medical studies would irreparably harm her, while he concluded that NYU would suffer no hardships.[SENTMARKER]The Second Circuit reversed the grant, finding inter alia that the plaintiff had not in fact demonstrated irreparable injury, it was her disability.[SENTMARKER]The defendants moved to dismiss the complaint pursuant to R. Civ. P. 12(b)(6).[SENTMARKER]The case is now closed."
284,"On March 15, 1996, the United States filed a lawsuit under the Civil Rights of Institutionalized Persons Act (CRIPA), 42 U.S.C. § 1997, against the State of Tennessee, the Tennessee Department of Mental Health and Mental Retardation (DMH/MR) and the Memphis Mental Health Institute (MMHI), in the U.S. District Court for the Western District of Tennessee, Memphis Division.[SENTMARKER]On March 15, 1996, the same day as the complaint was filed, the parties submitted a joint motion for entry of a consent decree.[SENTMARKER]Under the settlement agreement the defendants agreed to implement all policies, systems, procedures and rules currently in place, to provide quarterly status reports, provide the government access to the facilities, records, patients, and employees of MMHI, and to confer in good faith on the provisions of the consent decree.[SENTMARKER]On May 21, 1997, the Court entered judgment in accordance with the consent decree and terminated the case, retaining jurisdiction for necessary enforcement of the decree.[SENTMARKER]And, on September 18, 1998, the District Court (Judge Gibbons) granted the parties' joint motion for a stipulation and order, effectuating the consent decree.[SENTMARKER]On June 21, 2005, the District Court (Judge Bernice B. Donald) granted the parties' joint motion for an order partially terminating the consent decree and approved the parties' stipulation for supplemental relief.","On March 15, 1996, the U.S. Department of Justice (DOJ) filed this civil rights class action in the United States District Court for the Western District of Tennessee on behalf of mentally ill patients at the Memphis Mental health Institute (MMHI) in Memphis, Tennessee.[SENTMARKER]The complaint alleged that, pursuant to the Civil Rights of Institutionalized Persons Act (CRIPA), the patients were deprived of their constitutional rights to adequate medical care and treatment as an appropriate professional would consider reasonable to ensure their safety and freedom from undue bodily and chemical restraints.[SENTMARKER]According to the complaint, in April 1991, the DOJ first informed state officials that conditions at MMHI, including a lack of professional and direct care staff, posed unreasonable risks to the health and safety of MMHI patients in violation of the civil rights act.[SENTMARKER]The DOJ then notified the Governor of Tennessee, the Attorney General, and the Commissioner of Mental Health and Mental Retardation of its intent to investigate allegations of unconstitutional conditions at the MMHI.[SENTMARKER]On September 18, 1998, the parties entered into a consent decree (Conviction Decree) in which the parties agreed that, among other things, the practice of restraining patients and placing patients in a locked-door room must cease immediately.[SENTMARKER]The consent decree also required that MMHI provide adequate, professional nursing care to its patients.[SENTMARKER]The parties also agreed that there would be no further violations of the consent decree unless there was a violation of any of the terms of the Consent Decree.[SENTMARKER]The Consent Decree was entered in effect on March 15, 1996.[SENTMARKER]The parties entered a final judgment in favor of the plaintiffs in March 1996 and the case is closed.[SENTMARKER]The case is now closed."
285,"On February 17, 2004 the United States filed a complaint against Breathitt County, Kentucky, and Breathitt County Geriatric Corporation for violating CRIPA, 42 U.S.C. §1997, after the county failed to take action to remedy the violations laid out after the Civil Rights Division of the U.S. Department of Justice (""DOJ"") conducted an investigation of conditions at the Nim Henson.[SENTMARKER]On February 19, 2004, a settlement agreement was entered with the cour, and two years after the settlement agreement, the government found that the Nim Henson Nursing Home had been complying with all the terms of the settlement agreement.","On March 20, 2002, the United States Department of Justice (DOJ) filed this civil rights class action lawsuit in the U.N.[SENTMARKER]District Court for the Western District of the Kentucky against Breathitt County, Kentucky and Nim Henson Geriatric Center.[SENTMARKER]The complaint alleged that the defendants violated the Americans with Disabilities Act (ADA) and implementing regulations by failing to provide adequate medical, nursing, nutritional, wound, restorative, and psychiatric care and services to residents of the Nim Henson facility in Jackson, Kentucky.[SENTMARKER]According to the complaint, the defendants also violated the First and Fourteenth Amendment rights of the residents of Nim Henson by denying them the use of thiothixine (Navane), an antipsychotic medication, without justification.[SENTMARKER]On March 6, 2003, the court entered a final judgment in favor of the defendants.[SENTMARKER]The final judgment required the defendants to comply with the terms of the settlement agreement.[SENTMARKER]The defendants also agreed to pay a total of $325,000 in disgorgement and prejudgment interest to the plaintiffs.[SENTMARKER]The settlement is subject to court approval."
286,"On January 31, 2006, subscribers to or customers of telephone or internet services that AT&T provided filed a class action lawsuit in the U.S. District Court for the Northern District of California against AT&T Corp. and AT&T Inc., claiming that the defendants' participation in the federal government's program to monitor and collect Americans' telephone and internet communications was unlawful.[SENTMARKER]The United States quickly intervened as a defendant.[SENTMARKER]The lawsuit was dismissed based upon retroactive legislation.[SENTMARKER]The Ninth Circuit Court of Appeals affirmed the dismissal and the Supreme Court declined to hear the case.","In December 2005, a class-action lawsuit was filed in the United States District Court, San Francisco, alleging that the National Security Agency (NSA) had violated the First and Fourth Amendments by participating in a secret and illegal electronic surveillance program.[SENTMARKER]The plaintiffs alleged that the government had installed ""interception devices,"" ""pen registers,"" and ""trap and trace"" devices in order to ""acquire the contentH of communications"" and receive ""dialing, routing, addressing, or 19 signaling infonnation.""[SENTMARKER]The plaintiffs also alleged that they suffered an actual, concrete injury traceable to the defendants’ allegedly illegal activity.[SENTMARKER]The district court dismissed the complaints based on the Attorney General’s certification under  802 of the Foreign Intelligence Surveillance Act (FISA), which allows for immunity for the telecommunication companies.[SENTMARKER]The case was consolidated in August 2006 and the plaintiffs moved for a preliminary injunction seeking to enjoin the government from participating in the program.[SENTMARKER]On April 28, 2006, the district court granted the defendants' motion to dismiss for lack of standing, and the case was dismissed.[SENTMARKER]The parties agreed to settle the case in December 2005.[SENTMARKER]The parties entered into a settlement agreement in which the parties agreed not to sue each other in the future and agreed that the case would be dismissed with prejudice."
287,"In March 2018, the American Civil Liberties Union of Northern California filed this lawsuit in the United States District Court for the Northern District of California.[SENTMARKER]The plaintiff alleged that the Transportation Security Administration violated the Freedom of Information Act for wrongfully withholding its records about electronic device searches.[SENTMARKER]The TSA ultimately provided a letter stating it does not conduct device searches, and the ACLU agreed to dismiss the case.","On December 20, 2017, the American Civil Liberties Union of Northern California (ACLU-NC) filed this Freedom of Information Act (FOIA) action in the U.S. District Court for the Northern District of California against the Transportation Security Administration (TSA) seeking information about the federal government's searches of airplane passengers' electronic devices at airports.[SENTMARKER]According to the complaint, the public is unaware of the legal basis for TSA's search of electronic devices not presenting themselves at the border and flying on a domestic flight.[SENTMARKER]The complaint alleges that TSA has wrongfully withheld the requested records from ACLU-NC and has failed to comply with the statutory time for the processing of FOIA 21 requests.[SENTMARKER]On August 23, 2018, the court granted the defendant's motion for summary judgment, and the parties agreed to a settlement agreement.[SENTMARKER]The settlement agreement, which is subject to court approval, provides for the release and disclosure of 25 requested records.[SENTMARKER]The court granted summary judgment in favor of the defendant on August 23, 2018.[SENTMARKER]The case is closed."
288,"This Freedom of Information Act (FOIA) complaint, filed on June 27, 2017, seeks to enhance knowledge about discriminatory immigration policy regarding Muslims, Latinos, and other members of groups disfavored by the Department of State (DOS) and the Department of Homeland Security (DHS).[SENTMARKER]According to the complaint, the FOIA requests sought greater understanding of the administration's immigration enforcement policies out of a concern that the defendants have targeted individuals on the basis of actual or perceived religion, ethnicity, race, or national origin in enforcing their immigration policies.[SENTMARKER]Specifically, the plaintiffs sought ""disclosure of agency policies, communications, and statistics related to visa processing and visa issuances for individuals applying abroad; to adjudication of entry document applications; and to screening and searching of individuals arriving at U.S. ports of entry.""[SENTMARKER]The case is ongoing.","On January 28, 2017, the Council on American-Islamic Relations (CAIR) filed a Freedom of Information Act (FOIA) complaint in the U.S. District Court for the Eastern District of New York against the Department of State (DOS) and Customs and Border Protection (CBP) seeking the release of records related to the detention and processing of travelers from seven Muslim-majority countries.[SENTMARKER]The complaint alleged that the defendants violated FOIA by unlawfully withholding the requested records.[SENTMARKER]The court granted the defendants' motion to stay the injunction pending appeal, and granted the plaintiffs' motion for declaratory and injunctive relief.[SENTMARKER]On November 15, 2019, the court issued an order requiring the defendants to process 1,500 pages of potentially responsive documents every six weeks and provide the plaintiffs with a fee waiver and expedited processing.[SENTMARKER]The parties entered into a settlement agreement in which the defendants agreed to comply with the court's order, and the parties agreed not to sue each other in the future."
289,"The American Civil Liberties Union filed suit in June 2010 in U.S. District Court for the District of Columbia against the Central Intelligence Agency, alleging FOIA violations related to the ACLU's request for documents about the CIA's involvement in predator drone strikes.[SENTMARKER]The D.C. District Court granted the CIA's motion to dismiss, but the D.C. Circuit Court of Appeals remanded the case in March 2013 for determination what documents the CIA possessed.[SENTMARKER]On June 18, 2015, the Court granted summary judgment for the CIA.","On January 13, 2010, the American Civil Liberties Union (ACLU) filed a Freedom of Information Act (FOIA) request under 5 U.S.C.  552, seeking records relating to the use of unmanned aerial vehicles (UAVs) by the Central Intelligence Agency (CIA) and the Department of Defense (DOD) for the purpose of targeting and killing individuals since September 11, 2001.[SENTMARKER]On March 16, 2010, the ACLU filed a complaint for injunctive relief pursuant to the FOIA in the United States District Court for the District of Columbia, naming as defendants the DOD, CIA, DOS, DOJ, and the Office of Legal Counsel (OLC).[SENTMARKER]On September 9, 2011, the district court granted the CIA's motion for summary judgment in favor of the agency, granting the agency's request for expedited processing and release of the requested records.[SENTMARKER]On October 26, 2011, the parties voluntarily dismissed the remaining defendants.[SENTMARKER]The case is now closed."
290,"In June 2009, plaintiff Electronic Privacy Information Center (EPIC) submitted a Freedom of Information Act request to defendant National Security Agency (NSA) for records related to National Security Presidential Directive 54 (NSPD 54), aka Homeland Security Presidential Directive 23 that was issued by President George W. Bush in January 2009, and to the Comprehensive National Cybersecurity Initiative (CNCI).[SENTMARKER]in October 2013, the district court ruled that NSPD 54 is not an agency record at all because it originated with the President or the NSC, and contained clear limits on its use and further dissemination.[SENTMARKER]Electronic Privacy Information Center v. Nat'l Security Agency, -- F. Supp.[SENTMARKER]2d --, 2013 WL 5701645, (D.D.C.[SENTMARKER]Oct. 21, 2013).","On October 21, 2013, the Electronic Privacy Information Center (EPIC) filed a Freedom of Information Act (FOIA) suit in the U.S. District Court for the District of Columbia against the National Security Agency (NSA) alleging that the NSA violated the FOIA by failing to disclose agency records that were responsive to EPIC's FOIA request.[SENTMARKER]EPIC sought information related to the Comprehensive National Cybersecurity Initiative (CNCI), an initiative established by former President George W. Bush to ensure the security of the nation's online infrastructure.[SENTMARKER]The district court granted the defendants' motion for summary judgment, finding that the records were properly classified and non-segregable under Exemption 1 of the FOIA.[SENTMARKER]The parties then filed an appeal, which was denied by the D.C. Circuit Court of Appeals.[SENTMARKER]The case was remanded to the district court, where the parties agreed that the issue raised in the appeal is moot now that the defendant has released the record at issue.[SENTMARKER]The defendants also agreed to pay the plaintiff's attorney's fees."
