,gold_sents,pegasus_output_sents
337,"Polk Center and White Haven Center were Pennsylvania state facilities that cared for individuals with severe mental and disabilities.[SENTMARKER]The centers represented a type of care facility that function by providing intense care for their residents in isolation from the rest of society.[SENTMARKER]In August of 2019, Pennsylvania Governor Thomas Wolf announced a plan to move residents from these two centers to ""community"" residences, which are not isolated and whose treatment is not as intense.[SENTMARKER]The lawsuit alleged that this switch was in violation of the residents' rights under the Americans with Disabilities Act, Section 504 of the Rehabilitation Act, the Medicaid Act, and that the switch violated residents' substantive due process rights under the Fourth and Fourteenth Amendments.","On January 1, 2020, a group of individuals with developmental disabilities filed this lawsuit in the U.S. District Court for the Middle District of Pennsylvania against the Pennsylvania Department of Human Services (DHS) and the Pennsylvania Office of Development Programs (ODP) alleging that the defendants violated the Americans with Disabilities Act (ADA), the Rehabilitation Act of 1973, the Medical Assistance Program (MAP), and the United States Constitution.[SENTMARKER]The named plaintiffs, Rinaldo Scruci, David, and Rinaldo's mother, filed the suit on behalf of all residents of the Polk Center and White Haven Center in Northwestern Pennsylvania.[SENTMARKER]The plaintiffs sought declaratory and injunctive relief, attorneys' fees and expenses as permitted by law, and the waiver of state sovereign immunity.[SENTMARKER]The case was settled in June of this year, with the court granting the plaintiffs' motion for summary judgment."
338,"On May 24, 2017, six individuals, persons with mental disabilities and patients of South Carolina’s G. Werber Bryan Psychiatric Hospital (Bryan Hospital), and Protection and Advocacy for People with Disabilities Inc, filed this class action lawsuit in the U.S. District Court for the District of South Carolina.[SENTMARKER]This lawsuit was brought against the  South Carolina Department of Mental Health and the South Carolina Mental Health Commission, Bryan Hospital was operated by these entities.[SENTMARKER]The plaintiffs sought injunctive and declaratory relief as well as attorneys’ fees and costs claiming violations of Title II of the Americans with Disabilities Act (ADA) and section 504 of the Rehabilitation Act.[SENTMARKER]The plaintiffs alleged that the defendants had a practice of arbitrarily preventing patients the opportunity to discharge from Bryan Hospital, isolation these patients from the community, and charging them for their confinement.[SENTMARKER]This case is ongoing.","On May 24, 2018, a group of individuals with mental disabilities brought this suit in the U.S. District Court for the District of South Carolina against the South Carolina Department of Mental Health (SCDMH) alleging that the defendants violated the Americans with Disabilities Act (ADA) and Section 504 of the Rehabilitation Act of 1973 (Section 504) by failing to provide services in the most integrated setting appropriate to the needs of the plaintiffs.[SENTMARKER]The plaintiffs alleged that they were unnecessarily and illegally segregated in South Carolina's G. Werber Bryan Psychiatric Hospital (Bryan Hospital).[SENTMARKER]The plaintiffs sought declaratory and injunctive relief for violations of Title II of the ADA, Section 504, and the disproportionate share program.[SENTMARKER]In August 2018, the court granted the plaintiffs' motion for summary judgment and dismissed the case without prejudice.[SENTMARKER]The case is now closed."
339,"On January 12, 2015, the United States District Court for South Dakota (Judge Karen E. Schreier) declared that South Dakota's ban on same-sex marriage violated the Fourteenth Amendment to the U.S. Constitution and enjoined the state from enforcing this ban or declining to issue a marriage license because the applicants are of the same gender.[SENTMARKER]On appeal, the Eighth Circuit affirmed the District Court's judgment.[SENTMARKER]The motion to vacate the stay was granted by the District Court on September 9, 2015.[SENTMARKER]This case is now closed.","On May 22, 2014, six same-sex couples filed a lawsuit in the U.S. District Court for the District of South Dakota, alleging that South Dakota's prohibition of gay marriage and refusal to recognize valid out-of-state marriages violated their equal protection and due process rights.[SENTMARKER]The district court granted the plaintiffs' motion for summary judgment, finding laws denying them the right to marry (in Article 21,  9 of the South Dakota Constitution and South Dakota Codified Laws  251–11–18) violated their constitutional rights to equal protection, due process, and travel.[SENTMARKER]In addition, the district court issued a permanent injunction, but stayed it pending appeal.[SENTMARKER]The Supreme Court of the United States (S.C.) held that Obergefell did not render the action moot.[SENTMARKER]The case was dismissed for want of a substantial federal question.[SENTMARKER]On September 2, 2015, the Eighth Circuit Court of Appeals granted summary judgment to the plaintiffs.[SENTMARKER]The parties agreed to a declaratory and injunctive order for the case to be dismissed."
340,"Institutionalized adults with developmental disabilities filed this challenge to policies in Texas they alleged promoted the unnecessary institutionalization of people with disabilities.[SENTMARKER]The United States (DOJ) has intervened in the case, and the Court eventually granted class certification for a class of: All Medicaid-eligible persons over twenty-one years of age with intellectual or developmental disabilities or a related condition in Texas who currently or will in the future reside in nursing facilities, or who are being, will be, or should be screened for admission to nursing facilities pursuant to 42 U.S.C. § 1396r(e)(7) and 42 C.F.R. § 483.112 et seq. A bench trial was held in late 2018, and as of August 12, 2020, the litigation is ongoing as the parties await the court's decision.","On December 20, 2010, a group of individuals with developmental disabilities and their families filed a class action lawsuit in the U.S. District Court for the Western District of Texas against the State of Texas and Texas Community Service Programs.[SENTMARKER]The plaintiffs alleged that the defendants violated the Americans with Disabilities Act (ADA), the Rehabilitation Act, and the Nursing Home Reform Amendments Act (NHRA) by failing to provide them access to the community-based services and supports they need to live safely in the community.[SENTMARKER]In particular, the plaintiffs claimed that Texas did not comply with Title II's integration mandate.[SENTMARKER]The court granted the plaintiffs' motion to abate and stayed all proceedings in the case.[SENTMARKER]The case was dismissed in November 2015, and the parties entered into a settlement agreement."
341,"In 2016, states and religiously affiliated healthcare providers filed this lawsuit in the Northern District of Texas.[SENTMARKER]The plaintiffs alleged that the Affordable Care Act's regulation prohibiting discrimination on the basis of sex (which included gender identity and termination of pregnancy) violated the Administrative Procedure Act, Religious Freedom Restoration Act and constitutional rights.[SENTMARKER]In October 2016, plaintiffs moved for a preliminary injunction enjoining enforcement of this regulation, which was granted on December 31, 2016.[SENTMARKER]Defendants' motion to stay the preliminary injunction was denied in January 2017.[SENTMARKER]In May 2017, the defendants filed a motion for voluntary remand and stay, arguing that HHS should be given the opportunity to reconsider the regulation at issue in this case, which would conserve the resources of both parties and the court.[SENTMARKER]In July 2017, Judge O’Connor declined to remand the case, but imposed a stay of all proceedings while HHS reconsidered the regulation.[SENTMARKER]He clarified that the December 31, 2016 preliminary injunction order would be unaffected by the stay and would remain in full force and effect throughout the stay.[SENTMARKER]In December 2018, the stay was lifted, and the parties resumed litigating the case.[SENTMARKER]In September 2019, Judge O'Connor vacated the rule's challenged provisions.[SENTMARKER]An appeal is pending before the Fifth Circuit.","On August 23, 2016, a group of employees of Franciscan Alliance, a Catholic organization that provides medical services to women who have miscarried babies, filed suit in the U.S. District Court for the Northern District of Texas against the Department of Health and Human Services (HHS) and HHS Secretary Sylvia Burwell.[SENTMARKER]The plaintiffs alleged that HHS's new nondiscrimination in health programs rule (the ""Rule"") violated their rights under Title VII of the Civil Rights Act of 1964 and the Religious Freedom Act (RFRA) by denying them health insurance coverage for medical procedures related to gender transition, including abortions.[SENTMARKER]On December 31, 2016, the District Court granted the plaintiffs' motions for a preliminary injunction, finding they were likely to succeed on their APA and RFRA claims.[SENTMARKER]On July 10, 2017, after a hearing, the Court stayed the case pending further consideration of the Rule.[SENTMARKER]The parties filed a motion for summary judgment, which the Court granted.[SENTMARKER]The Court also granted the parties' motion to intervene, and granted the defendants' motion for partial summary judgment.[SENTMARKER]The case is now closed."
342,"Same sex-couples filed suit in August 2013 against the State of Virginia challenging Virginia laws denying same-sex couples the right to marry and refusing to recognize same-sex marriages entered into in other states as unconstitutional.[SENTMARKER]The case is pending but stayed, awaiting the Fourth Circuit's resolution of another case raising the same issue.","On March 31, 2014, a group of same-sex couples filed this suit in the U.S. District Court for the Western District of Virginia against the Commonwealth of Virginia, seeking declaratory and injunctive relief under the Fourteenth Amendment to the United States Constitution.[SENTMARKER]The plaintiffs alleged that the Commonwealth's exclusion of gay couples from marriage and refusal to recognize their valid marriages from other jurisdictions violate the due process and equal protection guarantees of the Fourteen th Amendment.[SENTMARKER]The case was dismissed on October 6, 2014 by Judge Robert S. Ballou of the Fourth Circuit Court of Appeals.[SENTMARKER]The Supreme Court denied all three petitions for certiorari, and the case is now closed."
343,"On March 10, 1997, the United States filed a complaint against the State of Arizona and Gov. Symington in the District of Arizona (Judge Roslyn Silver), alleging that the Defendants were violating the constitutional rights of female inmates to be free from sexual misconduct and unlawful invasions of privacy.[SENTMARKER]Symington in the District of Arizona (Judge Roslyn Silver), alleging that the Defendants were violating the constitutional rights of female inmates to be free from sexual misconduct and unlawful invasions of privacy.[SENTMARKER]The parties reached a settlement, which was filed on March 11, 1999.[SENTMARKER]As part of the settlement, defendants did not admit any constitutional violations, but agreed to adopt policy and procedures from the Federal Bureau of Prisons, improve screening and training of employees, promote inmate awareness and comfort in reporting abuse, and thoroughly investigate allegations of abuse.[SENTMARKER]On December 13, 1999, the parties jointly filed a stipulation to dismiss which Judge Silver granted in a December 17, 1999 order.","On August 8, 1996, the U.S. Attorney's Office for the District of Arizona filed this suit against the Arizona Department of Corrections (ADOC) alleging that the ADOC violated the civil rights of female inmates by failing to protect them from sexual misconduct by correctional officers and staff.[SENTMARKER]The complaint alleged that ADOC and contract employees engaged in sexual misconduct and invasions of privacy in Arizona women's prisons.[SENTMARKER]The case was dismissed by the District Court on March 10, 1997.[SENTMARKER]The Ninth Circuit reversed, stating that the Attorney General's ""reasonable cause"" determination under the Fair Housing Act is not subject to judicial review.[SENTMARKER]The parties entered into a settlement agreement in which ADOC agreed to conduct an investigation of all allegations of sexual misconduct in ADOC facilities.[SENTMARKER]The settlement also required ADOC to implement a program to screen potential employees for sexual misconduct.[SENTMARKER]ADOC will continue its practice of removing staff accused of serious sexual misconduct from all-contact with female inmates pending the outcome of the investigation.[SENTMARKER]A DOC will revise its current training materials to incorporate all of the provisions of this settlement agreement and require each employee to verify that he or she is aware of the changes."
344,"This case litigated by the ACLU in the U.S. District Court for the Northern District of California dealt with sanitation, classification, legal access and other conditions at the California Institute for Men (Chino).[SENTMARKER]In 1988, the prison and the plaintiffs entered a settlement agreement, which provided for various improvements and compliance monitoring that ended in 1993.","On September 29, 1988, the ACLU Foundation of 10 Southern California filed this class action lawsuit in the U.S. District Court for the Central District of California against the California Department of Corrections and the Director of the California Institute for Men.[SENTMARKER]The plaintiffs alleged that the defendants violated the Eighth Amendment of the United States Constitution by intentionally inflicting mental stress upon the prisoners confined in the Chino Reception Guidance Center.[SENTMARKER]The defendants' intentional infliction of mental stress violated the cruel and unusual punishment clause of the Fifth, Sixth, Eighth, and Fourteenth Amendments.[SENTMARKER]The court granted the defendants' motion to dismiss, and the parties entered into a memorandum of understanding to resolve the remaining issues.[SENTMARKER]The parties agreed to pay $22,000 to each of the plaintiffs for their attorney's fees and costs.[SENTMARKER]The case was dismissed on September 29, 1988."
345,"In 2008, a California inmate filed a lawsuit against the California Department of Corrections and Rehabilitation, alleging that the CDCR acted unconstitutionally by segregating the prisoners by race and locking down an entire race of prisoners due to the actions of certain prisoners of that race.[SENTMARKER]The case survived the defendants' motion to dismiss and class certification was granted.[SENTMARKER]In October 2014, the parties entered into a stipulated settlement agreement.[SENTMARKER]Under the terms of the agreement, the CDCR agreed to a number of terms, including to cease implementation of race-based modified programs or lockdowns; to provide outdoor activity to prisoners in a modified program or lockdown for longer than fourteen days; to revise its policies concerning modified programs and lockdowns, and to train its staff on modified programs and lockdowns.[SENTMARKER]The defendants also agreed to pay attorneys fees and costs.[SENTMARKER]The court retained jurisdiction for 18 months to enforce compliance with the agreement, and on December 20, 2016, the parties filed notice that the court’s jurisdiction to enforce the settlement agreement had terminated and that the case was dismissed with prejudice in its entirety.[SENTMARKER]The case is now closed.","On September 18, 2006, a prisoner at High Desert State Prison, California, filed a class action lawsuit in the U.S. District Court for the Eastern District of California against the California Department of Corrections and Rehabilitation (CDCR) alleging that the defendants' Race-Based Lockdown Policy violated his Eighth Amendment rights to equal protection and due process.[SENTMARKER]The case went to trial and a jury found that defendants violated Norwood’s Eighth Amendment right to outdoor exercise by imposing a lockdown on all prisoners who were racially classified as “Other” after an incident involving a prisoner classified as African-American.[SENTMARKER]The defendants filed a motion to dismiss the case, which the court granted in part and denied in part.[SENTMARKER]The parties entered into a settlement agreement in which the defendants agreed to implement a modified program and lockdown policy.[SENTMARKER]The settlement agreement provided for the defendants to pay the plaintiffs a total of $1 million.[SENTMARKER]The district court granted summary judgment to the defendants, finding that the price-posting procedure 18 did not constitute per se violation of the Sherman Act."
346,"On May 16, 2020, five individuals filed a class action against Lompoc, a low-security prison facing one of the largest outbreaks of COVID-19 among U.S federal prisons, for immediate relief.[SENTMARKER]The plaintiffs proposed a class of all current and future people in post-conviction custody at Lompoc, and sought enlargement of custody to include home confinement, and if the conditions of confinement violated constitutional rights, for prisoners to be released.[SENTMARKER]The plaintiffs also sought a TRO (temporary restraining order), and a preliminary injunction requiring Lompoc to undertake health and safety measures, and attorney fees.[SENTMARKER]On September 18, the court denied the defendant's motion to dismiss the case and on October 8, the court granted plaintiff's motion to enforce compliance with the preliminary injunction.[SENTMARKER]In January 2021, the plaintiffs filed another motion to enforce compliance with the preliminary injunction.[SENTMARKER]The case is ongoing.","On May 27, 2020, a group of inmates at the Federal Bureau of Prisons (BOP) filed a class action lawsuit in the U.S. District Court for the Northern District of California against the BOP and the Director of the Bureau of 8 Prisons for failing to respond effectively to the COVID-19 pandemic.[SENTMARKER]The BOP has failed to respond to the pandemic effectively.[SENTMARKER]The complaint alleges that the conditions at the warehouse are extremely unsanitary, and the warehouse is extremely unsanitary.[SENTMARKER]The plaintiffs also allege that the Bureau's response during the pandemic was inadequate.[SENTMARKER]The court granted the plaintiffs' motion to decertify the class, but denied their request for early release from 11 prison.[SENTMARKER]The case is now closed."
347,"On August 22, 1980, inmates filed a lawsuit in the United States District Court for the District of Connecticut against the Connecticut Corrections Department.[SENTMARKER]This case was consolidated and named lead case with five other cases filed against the defendant in 1981 and 1982.[SENTMARKER]The plaintiffs were represented by the Connecticut Civil Liberties Union and Legal Assistance to Prisoners.[SENTMARKER]The complaint alleged that the plaintiff's rights under the Eighth and Fourteenth Amendments were violated because the facility was overcrowded, unsanitary, lacking in security, and unable to provide adequately the basics of general human living needs.[SENTMARKER]Judgments were reached that required screening of all admitted inmates, individualized health care summaries for HIV-positive inmates, routine health examinations, and the use of drug therapies for HIV-positive inmates; as well as requiring that the prison not increase its inmate population, continue operating as a medium security facility, and allow plaintiffs' lawyers access to the facility.","DATE | ORG ||| DATE ||| LAW ||| ORG||| DATE [CONTRACTED] On August 15, 1988, a class action was filed in the U.S. District Court for the District of Connecticut on behalf of inmates at the Connecticut Correctional Institution at Somers.[SENTMARKER]The plaintiffs alleged overcrowding and unconstitutional conditions of confinement at the facility.[SENTMARKER]The parties reached a settlement in May 1994.[SENTMARKER]The parties entered into a general agreement in which the defendants agreed to provide additional personnel for counseling and support services for counseling personnel.[SENTMARKER]The settlement was approved by Judge Holly B. Fitzsimmons on March 26, 1996.[SENTMARKER]The parties agreed to publish a notice of the settlement in The Weekly Scene, a publication of the Connecticut Department of Corrections, and to provide all employees with a minimum of one hour of training annually on HIV-related subjects."
348,"In 1986, the prisoners at the Occoquan Facilites of the District of Columbia's Lorton Correctional Complex filed this class action lawsuit in the U.S. District Court of the District of Columbia.[SENTMARKER]The plaintiffs alleged that the District of Columbia government officials' overcrowding of the facility violated their Eighth Amendment rights.[SENTMARKER]The court held that the defendants had violated the constitution, and required that the prison minimize its population.[SENTMARKER]The case closed in 2003.","In the wake of a prison riot, inmates at the District of Columbia's facilities in Occoquan, Virginia, brought suit in federal court under 42 U.S.C.  1983 alleging that conditions at the prison violated the Eighth Amendment's prohibition against cruel and unusual punishment.[SENTMARKER]The District Court granted class certification and a preliminary injunction imposing a limit on the number of prisoners who could be housed at the facility.[SENTMARKER]In September, the District Court found that the District had deliberately failed to obey its orders concerning overcrowding at the jail and held the District in civil contempt.[SENTMARKER]The Supreme Court vacated and remanded, finding that the population cap was too broad a remedy.[SENTMARKER]The parties agreed to a settlement in which the District agreed to pay the National Prison Project the sum of $26,400.00 and to repair all damage to the facility caused by inoperative and leaking plumbing as well as roof leaks.[SENTMARKER]The settlement also required the District to pay $100,000.00 to the D.C Prisoners' Legal Services Project, Inc., and $53,498.00 for the National Center on Institutions and Alternatives."
349,"On August 6, 2006, Prison Legal News (PLN) submitted a Freedom of Information Act (FOIA) request to the Bureau of Prisons (BOP) seeking documents related to litigation expenses.[SENTMARKER]They asked the BOP to waive all search and duplication fees under the FOIA.[SENTMARKER]BOP refused to grant the fee waiver and PLN appealed the decision to the Department of Justice.<br> <br>The DOJ upheld the denial of the request, so on September 13, 2005, PLN filed this lawsuit in the US District Court for the District of Columbia.[SENTMARKER]After several years of litigation, the parties settled in 2017.[SENTMARKER]The BOP produced the requested documents and agreed to pay $420,000 in attorneys' fees and costs.","On September 13, 2005, a non-profit legal journal challenged the Federal Bureau of Prisons under the Freedom of Information Act (FOIA) in the U.S. District Court for the District of Columbia (D.C.) for declaratory and injunctive relief and an order compelling the defendants to provide it with all documents responsive to its FOIA requests without any cost.[SENTMARKER]The plaintiff also challenged the Bureau's search for responsive records and its utilization of the FOIA exemptions to withhold the redacted information and other documents that it claims have not been produced at all.[SENTMARKER]The Court granted the plaintiff's motion for summary judgment and ordered the Bureau to conduct the search without costs to the plaintiff.[SENTMARKER]The court also granted the defendant's request for a fee waiver for processing its FOIA request and provided it with copies of the relevant documents.[SENTMARKER]The defendant claimed that the Department of Justice (DOJ) was the only proper defendant in this FOIA action.[SENTMARKER]The case is now closed and the defendant has decided not to appeal this case."
350,"Four overdetained former Delaware prisoners, represented by private counsel, filed this § 1983 action against the Delaware Department of Corrections (DDOC) and Central Offender Records (COR).[SENTMARKER]The plaintiffs claimed that inadequate staff, training, discipline, and hours of operation, along with a host of other policies, caused dysfunction and frequent over-detention.[SENTMARKER]The plaintiffs brought suit individually and as a class on behalf of all those incarcerated in a DDOC facility as of October 1, 2008 or later who were not or will not be released within 12 hours of the expiration of their sentence or the forwarding of a court order for release.[SENTMARKER]In 2015, the district court granted the defendants' motion for summary judgment because the plaintiffs' failed to demonstrate that the defendants were deliberately indifferent to the overdetention problem.[SENTMARKER]On appeal, the Third Circuit affirmed the district court's decision to grant summary judgment to the defendants.[SENTMARKER]The case is now closed.","On October 1, 2012, the Delaware Department of Correction (DDOC) was sued in the U.S. District Court for the District of Delaware for violating the Fourth, Fifth, and Eighth Amendments of the United States Constitution.[SENTMARKER]The plaintiffs alleged that the DDOC had a practice of over-detaining inmates and inmates past their release dates, causing them to be injured and other members of the class.[SENTMARKER]The defendants moved for summary judgment as to all claims, and the Court granted the defendants' motion for partial summary judgment.[SENTMARKER]The parties filed a joint status report on October 2, 2014 and the parties agreed to a settlement agreement on October 3, 2014."
351,"In 2004, a Mental Health Unit (MHU) prisoner at Georgia's Phillips State Prison brought this §1983 suit in the U.S. District Court for the Northern District of Georgia.[SENTMARKER]Represented by the Southern Center for Human Rights, , plaintiff contended that the defendant prison administrators denied Eighth Amendment protections against cruel and unusual punishment by understaffing the MHU, as well as by staffing it with correctional officers without adequate mental health training.[SENTMARKER]Class certification was sought but not granted.[SENTMARKER]On January 31, 2005, the day before dispositive motions were due to be filed, the Court approved the parties' joint stipulation for dismissal.","On September 22, 1983, a prisoner at Phillips State Prison in Buford, Georgia, filed a class action suit in the U.S. District Court for the Northern District of Georgia against the Georgia Department of Corrections, the acting commissioner of the department, and the warden of the prison.[SENTMARKER]The plaintiffs alleged that they were subiect to physical, mental, and sexual abuse, excessive use of force, improper and prolonged placement in administrative and disciplinary segregation, and to an Ion-going risk of suicide, sell injury, and death.[SENTMARKER]The court granted the plaintiffs' motion for a preliminary injunction on February 20, 2003.[SENTMARKER]On February 20, 2004, the plaintiffs filed a motion to dismiss due to mootness.[SENTMARKER]On July 9, 2004, the court denied the defendants' motion.[SENTMARKER]The case is now closed and the parties have entered into a settlement agreement."
352,"In January of 2008, several inmates filed suit against the Georgia Department of Corrections, alleging that it established a pattern and practice of systematic abuse of the inmates.[SENTMARKER]Several claims and defendants were dismissed for failure to exhaust administrative remedies and failure to plead claims in adequate details.[SENTMARKER]The plaintiffs voluntarily dismissed the case in July 2012.","This case was brought in the U.S. District Court for the Middle District of Georgia on behalf of the mother of a deceased inmate who was beaten to death by CERT Team supervisors and members at Valdosta State Prison.[SENTMARKER]The Plaintiff alleged that the beatings violated the Eighth Amendment of the Constitution and the civil rights laws of the United States.[SENTMARKER]The CERT Teams wearing special black uniforms with hard toe black combat boots for kicking and black leather gloves specially padded on the outside of the knuckles for hitting have a pattern and practice of beating and kicking restrained inmates that serves no penological purpose.[SENTMARKER]The defendants filed a motion to dismiss for failure to exhaust administrative remedies, which was granted by the district court.[SENTMARKER]The district court dismissed the case for lack of jurisdiction.[SENTMARKER]The Eleventh Circuit reversed and remanded the case, finding that the prisoner did exhaust the required administrative remedies.[SENTMARKER]The case will go to trial in July of 2012."
353,"Plaintiff is a trans woman housed in a male prison in Georgia.[SENTMARKER]She filed suit in the Souther District of Georgia alleging prison officials' deliberate indifference to her repeated sexual assault.[SENTMARKER]The district court ruled in favor of the prison administration, grating their motion for summary judgment.[SENTMARKER]On appeal, the Eleventh Circuit affirmed, similarly finding that no violation of the Eighth or Fourteenth Amendments.","On January 6, 2018, a transgender inmate filed suit in the U.S. District Court for the Southern District of Georgia against the Georgia Department of Corrections alleging that the prison officials at Rodgers State Prison had violated her Eighth Amendment rights by failing to protect her from a fellow inmate's sexual assault.[SENTMARKER]The district court granted summary judgment in favor of the defendants, finding that the defendants did not violate the Constitution and that they were immune from suit because they were entitled to qualified immunity.[SENTMARKER]After careful review of the record and with the benefit of oral argument, we affirm the district court's grant of summary judgment.[SENTMARKER]The case is now closed."
354,"Hawaiian residents of Native Hawaiian ancestry held in for-profit prisons in Arizona filed this class action lawsuit against the State of Hawaii and CoreCivic.[SENTMARKER]The plaintiffs alleged that the defendant prisons prohibited them from exercising their constitutional and statutory rights to practice their religion.[SENTMARKER]The case involved extensive litigation, with class and sub-class certification granted.[SENTMARKER]However, the case resolved via a settlement that the court held as valid under principles of contract law.","On February 7, 2011, a group of Native Hawaiian inmates filed a complaint in the First Circuit Court of the State of Hawaii alleging that the defendants violated their rights under the federal Constitution and the Religious Land Use and Institutionalized Persons Act of 2000 by preventing them from practicing the native Hawaiian religion during a Makahiki festival at a CCA correctional facility located in Oklahoma.[SENTMARKER]The defendants moved to transfer the case to the District of Arizona pursuant to  1406(a) as it could have been brought there.[SENTMARKER]The district court dismissed the action on the ground that the defendant was not, at the time of service of the summons, ""doing business"" in the Southern District of Florida, and therefore, the venue requirements of 28 U.S.C.  1391(c) were not met.[SENTMARKER]The District Court granted the defendants' motion for summary judgment and entered a final judgment in favor of the defendants.[SENTMARKER]The case is now closed."
355,"Several members of the Church of New Song (CONS) who were inmates in the Iowa State Penitentiary in Fort Madison, Iowa, filed a lawsuit pro se under 42 U.S.C. § 1983 against administrative officials of the Iowa Department of Corrections.[SENTMARKER]In 2009 the Court granted the defendant's motion for summary judgment.","In 1983, a group of inmates at the Iowa State Penitentiary at Fort Madison, Iowa, filed a lawsuit in the U.S. District Court for the Southern District of Iowa, alleging that the Iowa Department of Corrections violated their religious and civil rights by placing them in disciplinary segregation for their involvement in the Church of the New Song (CONS) gang.[SENTMARKER]The complaint alleged that the defendants violated the plaintiffs' rights to religious discrimination and persection.[SENTMARKER]The defendants moved for summary judgment, which was granted in favor of the defendants.[SENTMARKER]The case was stayed on February 22, 2005, pending the outcome of the case in Wycoff v. Brewer, No. 4:05-cv-00068 (S.D.).[SENTMARKER]In light of the ruling in Smith v. Ault, this case was lifted on July 23, 2009, and the case was dismissed on July 24, 2009."
356,"On January 23, 2012, a deaf inmate of the Idaho State Correctional Institution filed this complaint in the U.S. District Court for the District of Idaho against the Idaho Department of Correction.[SENTMARKER]The plaintiff alleged that refusing access to a videophone violated the Americans with Disabilities Act and the Rehabilitation Act.[SENTMARKER]The parties settled on January 16, 2015.[SENTMARKER]The settlement required the access to a videophone to the plaintiff and payment of $35,000 for attorneys’ fees.[SENTMARKER]The case was dismissed with prejudice, based on the parties’ settlement on January 29, 2015.","On January 23, 2012, a deaf inmate at the Idaho State Correctional Institution (ISCI) filed this complaint in the U.S. District Court for the District of Idaho against the Idaho Department of Correction (IDOC), the IDOC warden, and the ISCI.[SENTMARKER]The complaint alleged that the defendants violated the Americans with Disabilities Act (ADA) and the Rehabilitation Act of 1973 (Rehabilitation Act) by failing to provide the inmate with an opportunity to effectively communicate with persons outside the prison that was equal to that provided to hearing inmates.[SENTMARKER]The parties agreed to a settlement in which the defendants agreed to comply with the requirements of the ADA and Rehabilitation Act by ensuring that the inmate was provided the use of a videophone or some other comparable device under the same terms and conditions that telephones are provided to the hearing inmate.[SENTMARKER]The settlement is subject to court approval."
357,"In 2016, a group of prisoners of the Illinois Department of Corrections filed this lawsuit in the U.S. District Court for the Southern District of Illinois.[SENTMARKER]The plaintiffs alleged that they were subjected to extreme isolation in violation of the Eight and Fourteenth Amendments.[SENTMARKER]The court denied the defendant's motion to dismiss.[SENTMARKER]The case is ongoing.","On March 10, 2017, a class action was filed in the U.S. District Court for the Southern District of Illinois against the Illinois Department of Corrections (IDOC) alleging that the IDOC's use of solitary confinement violated the due process clause of the Fourteenth Amendment to the United States Constitution.[SENTMARKER]The plaintiffs alleged that they were subjected to extreme isolation and were denied access to educational programs, the law library, and religious services.[SENTMARKER]The court granted the defendants' motion to dismiss, finding that the plaintiffs had not shown that their placement in isolation violated their constitutional rights.[SENTMARKER]The case is now on appeal."
358,"In 2009, a group of Muslim prisoners filed suit in the U.S. District Court for the Southern District of Indiana against the warden of the Federal Correctional Institute, alleging that the prison's allowance of only one hour of group prayer per week violated the Religious Freedom Restoration Act.[SENTMARKER]The court ultimately issued a permanent injunction against the Federal Correctional Institute in 2013, holding that the prison's policy violated RFRA and, upon further clarification, ordered that the warden &quot;is to allow group prayer during every Muslim prayer time for which the inmates are not confined to their cell.&quot;","In June 2009, a group of Muslim inmates at the Federal Correctional Institution in Terre Haute, Indiana, filed a class action lawsuit in the U.S. District Court for the Southern District of Indiana against the Bureau of Prisons, alleging that the prison's policy on group prayer violated the Religious Freedom Restoration Act of 1993 (RFRA) and the Prison Litigation Reform Act of 2000 (PLRA).[SENTMARKER]The plaintiffs sought declaratory and injunctive relief.[SENTMARKER]The court granted the plaintiffs' motion for a permanent injunction, but denied their motion for class certification.[SENTMARKER]The case is now closed."
359,"In 2007, the Disability Law Center filed a lawsuit in the U.S. District Court for the District of Massachusetts under 42 U.S.C. § 1983, the ADA, and the Rehabilitation Act against the Massachusetts Department of Correction.[SENTMARKER]The DLC claimed that the DOC failed to take into account mental illness when subjecting prisoners to long periods of disciplinary and other forms of isolation and segregation.[SENTMARKER]The case settled in 2011, and the defendants agreed to make sure that mentally ill prisoners were not placed in isolation or segregation without a full evaluation and determination that such placement would not cause further injury; they also agreed to pay attorney fees.[SENTMARKER]The case was closed in 2015 as no one had requested to reopen the case since the settlement monitoring date ended.[SENTMARKER]In 2016 one of the prisoners tried to reopen the case since prison officials were violating the settlement agreement, but the judge refused to reopen the case.","On March 8, 2007, Disability Law Center, Inc. (DLC) filed this suit in the U.S. District Court for the District of Massachusetts against the Massachusetts Department of Correction (DOC) seeking declaratory and injunctive relief on behalf of its constituents, inmates with mental illness in the custody of the DOC, alleging that their confinement in segregation is in violation of the Eighth and Fourteenth Amendments of the United States Constitution and the Americans with Disabilities Act.[SENTMARKER]The complaint alleged that the DOC discriminated against mentally disabled prisoners on the basis of their disabilities.[SENTMARKER]On May 20, 2015, the parties reached a settlement agreement, which was approved by the court on April 12, 2012.[SENTMARKER]The parties agreed that the court would not enforce any of the terms of the settlement agreement.[SENTMARKER]The parties also agreed to provide the court with a copy of the remaining redacted records of the case.[SENTMARKER]The court granted the parties' motion for a stay of discovery without prejudice to reconsideration if requested.[SENTMARKER]The case is now closed."
