,gold_sents,pegasus_output_sents,oreo_pegasus_output_sents
426,"In 1964, a group of African American families filed this lawsuit in the U.S. District Court for the Eastern District of Louisiana.[SENTMARKER]The plaintiffs claimed that the defendant Jefferson Parish School Board had violated their rights under the Equal Protection Clause of the Fourteenth Amendment by continuing to segregate the school system.[SENTMARKER]The Court granted injunctive relief, mandated desegregation of the school system, and required that the defendants use busing to speed up the integration process.[SENTMARKER]The injunction remained in place for several decades.[SENTMARKER]In 2007, the School Board sought to implement a magnet school program in the hopes of boosting academics and increasing school diversity.[SENTMARKER]The parties jointly moved to supplement the desegregation plan to include the magnet school program, and the Court issued Consent Orders in 2008-2009 that enabled the School Board's plans.[SENTMARKER]However, issues arose in the following years with the School Board's implementation of the plan.[SENTMARKER]The plaintiffs argued that the defendants were using the Consent Orders as a pretext to conceal attempts to continue a system of racially segregated schools.[SENTMARKER]After the Consent Orders expired, the parties reached a settlement agreement and the Court declared Jefferson Parish Schools unitary in 2011.","On July 30, 1964, the Jefferson Parish School Board (JPSB) filed this suit in the U.S. District Court for the Eastern District of Louisiana (New Orleans) seeking to desegregate the public schools of Jefferson Parish and to eliminate the vestiges of the prior dual school system.[SENTMARKER]On May 15, 2008, the court approved numerous unopposed modifications of the previously operative Orders covering all phases of school district operation.[SENTMARKER]On June 30, 2011, the JPSB filed a motion to terminate the Consent Order, which was denied by the Court.[SENTMARKER]On July 20, 2011, the parties entered into a settlement agreement.[SENTMARKER]The terms of the agreement were not disclosed.","On August 10, 1971, a class action lawsuit was brought in the U.S. District Court for the Eastern District of Louisiana against the Jefferson Parish School Board for maintaining and operating a compulsory bi-racial school system.[SENTMARKER]The plaintiffs alleged that the school system was in violation of the Consent Order and the Constitution by failing to adequately desegregate its school system to the extent possible.[SENTMARKER]The district court approved the school board's desegregation plan in August 1971, and the plan remained in place until 2007.[SENTMARKER]In 2007, the plaintiffs filed a joint motion to supplement the desegregation plan, to specifically authorize the school district to utilize magnet school programs as a voluntary desegregation methodology.[SENTMARKER]On March 8, 2007, the parties jointly presented the court with a motion listing suggested modifications to existing orders.[SENTMARKER]The parties agreed to modify the consent order to allow for the use of the magnet school program.[SENTMARKER]The court denied the motion, and the case is closed."
427,"This case involves a challenge to Caddo Parish School Board's decision to merge two all-black high schools: Booker T. Washington and Fair Park.[SENTMARKER]On May 5, 2017, parents of students at Fair Park alleged that this violated the Equal Protection Clause and a 1981 consent decree, and sought to enjoin the merger.[SENTMARKER]The plaintiffs ultimately stipulated that the consent decree was unrelated to the merger, and they voluntarily dismissed their claims.[SENTMARKER]The case is now closed.","On May 5, 2017, the Fair Park Alumni Association filed this suit against the Caddo Parish School Board in the U.S. District Court for the Western District of Louisiana.[SENTMARKER]The plaintiffs alleged that the School Board violated the Civil Rights Act by failing to provide the plaintiffs with adequate educational opportunities.[SENTMARKER]The parties filed a motion for temporary Restraining Order and preliminary and permanent injunction on May 10, 2017.[SENTMARKER]On May 26, 2017, the parties agreed to a settlement agreement.[SENTMARKER]On May 27, 2017, the case was dismissed by Judge Elizabeth E Foote and the parties filed another motion for summary judgment on May 28.","On May 5, 2017, the Fair Park Alumni Association filed this suit against the Caddo Parish School Board in the U.S. District Court for the Northern District of Louisiana.[SENTMARKER]The plaintiffs alleged that the School Board violated the Equal Protection and Due Process Act by failing to comply with the terms of a temporary restraining order and a preliminary and permanent injunction.[SENTMARKER]The parties agreed to a permanent injunction on May 10, 2017.[SENTMARKER]On May 12, 2017, the parties filed a motion for summary judgment.[SENTMARKER]On May 20, 2017, the court granted the plaintiffs' motion for a preliminary injunction and set a date for a conference call on June 6, 2017."
428,"On Dec.[SENTMARKER]3, 1997, Barbara Grutter brought this class action in the U.S. District Court for the Eastern District of Michigan under 42 U.S.C. § 1983 against the University of Michigan Law School.[SENTMARKER]She claimed that, in denying her admission, the school discriminated against her on the basis of her race, and violated the Equal Protection Clause of the 14th Amendment.[SENTMARKER]The case made its way to the Supreme Court, which held that the law school's desire to obtain a ""critical mass"" of underrepresented minority students counted as a narrowly tailored use of race in its admissions process and was not unconstitutional.","On December 3, 1997, the University of Michigan Law School was sued in the U.S. District Court for the Eastern District of Michigan for violating the Equal Protection Clause and Title VI of the Civil Rights Act of 1964 by using race as a factor in its admissions decisions.[SENTMARKER]The Court of Appeals for the 6th Circuit reversed the district court's ruling in Grutter v. Bollinger, 188 F.3d 394, and held that the law school's admissions policy was narrowly tailored to serve its compelling interest in achieving a diverse student body, and therefore its policy was valid.","The University of Michigan and its law school were sued in the U.S. District Court for the Eastern District of Michigan for violating the Equal Protection Clause of the Fourteenth Amendment and Title VI of the Civil Rights Act of 1964 by using race as a factor in admissions decisions.[SENTMARKER]The court found that the law school’s use of race was not narrowly tailored to serve the university’s interest in diversity, either past or present, because the remedying of societal discrimination has not been recognized as a compelling state interest."
429,"On Oct. 14, 1997, two applicants who had been denied admission to the University of Michigan at Ann Arbor brought this class action in the U.S. District Court for the Eastern District of Michigan under 42 U.S.C. § 1983 against the university.[SENTMARKER]The plaintiffs, represented by public interest counsel, claimed that the university's admissions policy treated race as a predominant factor in granting admission, and that they, as white applicants, had been discriminated against in violation of the Equal Protection Clause of the 14th Amendment.[SENTMARKER]The case went to the Supreme Court, which held that the school's admission policy that automatically awarded 20 points out of a possible 150 to underrepresented minorities was not narrowly tailored to achieve the compelling interest of diversity in education and so violated the Equal Protection Clause.","On July 7, 1998, a class action lawsuit was filed in the U.S. District Court for the Eastern District of Michigan on behalf of prospective minority applicants for admission to the University of Michigan's College of Literature, Science, and the Arts.[SENTMARKER]The plaintiffs alleged that the University's admissions policy impermissibly utilized race as a factor in determining admissions.[SENTMARKER]The parties settled the case in 2006 and the case was dismissed in 2007.","On July 7, 1998, a group of students and one or more coalitions filed a class-action lawsuit in the U.S. District Court for the Eastern District of Michigan against the University of Michigan.[SENTMARKER]The plaintiffs alleged that the University's admissions policy impermissibly utilized race as a factor in determining admissions in violation of the Fourteenth Amendment and Title VI of the Civil Rights Act of 1964.[SENTMARKER]The plaintiffs filed a motion to intervene on behalf of 17 prospective minority applicants for admission to university and non-profit organizations dedicated to preserving higher educational opportunities for minority students.[SENTMARKER]The Court denied the motion, and the case was certified as a class action.[SENTMARKER]The parties agreed to bifurcate the case into a liability and damages phase.[SENTMARKER]The case is now closed."
430,"On January 6, 2021, there was a violent insurrection and disruption of Congressional processes as members approved the results of the Electoral College in order to elect the next President and Vice President of the United States.[SENTMARKER]On February 16, 2021, a U.S. Representative, in his personal capacity, sued the President of the United States in his personal capacity, the President’s personal lawyer, Proud Boys International, and Oath Keepers under the Ku Klux Klan Act alleging that the defendants plotted, coordinated, and executed a common plan to prevent Congress from certifying the results of the 2020 presidential election.[SENTMARKER]This case has been assigned to Judge Amit P. Mehta and is ongoing.","On January 6, 2021, the U.S. District Court for the District of Columbia (D.C.) held a hearing in the case of Bennie G. Thompson, a member of the House of Representatives, against Donald Trump, Rudy Giuliani, and the Proud Boys.[SENTMARKER]Thompson alleged that the defendants conspired to prevent him and other Members of Congress from discharging their duty commanded by the Constitution to approve the results of the Electoral College in order to elect the next President and Vice President of the United States.[SENTMARKER]The hearing was held on March 5, 2021.[SENTMARKER]The parties agreed to dismiss the case on March 6, 2021.","On January 6, 2021, Rep.[SENTMARKER]Bennie G. Thompson filed this lawsuit in the U.S. District Court for the District of Mississippi against Donald J. Trump, Rudolph W. Giuliani, Proud Boys, and Oath Keepers.[SENTMARKER]The Plaintiff alleged that the Defendants conspired to prevent him and other Members of Congress from discharging their duty to approve the results of the Electoral College in order to elect the next President and Vice-President of the United States.[SENTMARKER]On January 20, 2021, the District Court granted the Plaintiff's motion for summary judgment."
431,"On June 8, 2012, individual and organizational plaintiffs challenged Florida's voter purge procedures in U.S. District Court in Florida's Middle District, Tampa Division.[SENTMARKER]The plaintiffs, represented by the national and Florida ACLU, private counsel, and the Lawyers' Committee for Civil Rights Under Law, claimed such procedures violated their rights under the Voting Rights Act, 42 U.S.C. §1973c.[SENTMARKER]This case was dismissed with prejudice on July 24, 2013 in accordance with the Supreme Court's decision in Shelby County v Holder.","On June 3, 2011, a lawsuit was filed in the U.S. District Court for the Southern District of Florida seeking an injunction to prevent implementation of Chapter 2011-40, Laws of Florida, in any of Florida's 67 counties until preclearance has been obtained for the five counties subject to Section 5 of the Voting Rights Act, as amended.[SENTMARKER]The parties agreed that the holding in Shelby County warrants dismissal of this action with prejudice, but disagree on the form of the dismissal order.[SENTMARKER]According to Plaintiffs, their proposed order ""clarifies what claims are being dismissed for the benefit of counsel who are later faced with the issues raised in this litigation... and serves to provide guidance to the next court facing with the claims""","On June 1, 2012, the ACLU Foundation of Florida, Inc., the ACLU Voting Rights Project, and the Lawyers' Committee for Civil Rights Under Law filed this lawsuit in the U.S. District Court for the Middle District of Florida.[SENTMARKER]The plaintiffs alleged that Florida's new voter purge procedures were in violation of Section 5 of the Voting Rights Act and the National Voter Registration Act.[SENTMARKER]The District Court granted the defendants' motion to dismiss with prejudice.[SENTMARKER]The parties filed a joint motion for protective order on March 13, 2013.[SENTMARKER]The parties agreed to dismiss the case with prejudice on June 26, 2013."
432,"Two third-party nominees for the Georgia State House of Representatives filed this case alleging that, in light of public health risks associated with COVID-19, requiring them to collect over 20,000 signatures to get on the ballot violated the First and Fourteenth Amendments.[SENTMARKER]On July 9, the court ordered the defendants to reduce the relevant signature requirements by 30% for the 2020 general election.",This is an action challenging Georgia’s ballot-access requirements for independent and third-party candidates in light of the public health emergency caused by the novel coronavirus.[SENTMARKER]The plaintiffs are two third- party candidates for United States Representative and the Georgia Green Party.[SENTMARKER]The Court granted a preliminary injunction reducing Georgia's petition-signature requirements for the 2020 election by 30 percent.,"On May 8, 2020, a group of Georgia voters filed a lawsuit in the U.S. District Court for the Northern District of Georgia against the Secretary of State's office.[SENTMARKER]The plaintiffs alleged that Georgia's ballot-access restrictions unconstitutionally burden their rights under the First and Fourteenth Amendments.[SENTMARKER]The court granted the plaintiffs' request for preliminary injunctive relief but declined to impose their invited remedy.[SENTMARKER]Specifically, the court ordered the Secretary to reduce the relevant signature requirements by 30% for the 2020 general election."
433,"This is a class-action suit brought by a nonprofit organization and an individual against the state of Georgia to challenge the state’s requirement to purchase postage stamps for mail-in ballots.[SENTMARKER]The plaintiffs sought declaratory and injunctive relief requiring election officials to provide prepaid returnable envelopes for absentee ballots and absentee ballot applications.[SENTMARKER]On April 30, the preliminary injunction was denied for the June primaries and on August 11, the plaintiffs’ motion for preliminary injunction was denied as to Count I of the amended complaint, and which was accordingly dismissed.","On May 8, 2020, the Black Voters Matter Fund (BVM) filed a lawsuit in the U.S. District Court for the Northern District of Georgia against the Georgia Secretary of State, the DeKalb County Board of Registration, and the Georgia Board of Elections.[SENTMARKER]BVM challenged the state's postage stamp requirement, absentee ballot notification process, and voter assistance prohibitions.[SENTMARKER]The court denied Plaintiffs' Motion for Preliminary Injunction with respect to the election scheduled for June 9, 2020, but reserved ruling with regard to the relief requested for any August runoff and the November general election.[SENTMARKER]On application for stay to the Fifth Circuit, the motions panel unanimously granted a stay of the injunction.[SENTMARKER]The case is now closed.","In October 2016, a group of Georgia voters filed a lawsuit in the U.S. District Court for the Northern District of Georgia against the DeKalb County Board of Elections and the Georgia Department of Elections.[SENTMARKER]The plaintiffs sought declaratory and injunctive relief requiring DeKalb to provide prepaid returnable envelopes for absentee ballots, as well as absentee ballot applications.[SENTMARKER]The court granted the defendants' motion for preliminary injunction, and granted their motion for dismissal of the case.[SENTMARKER]The case is ongoing."
434,"This suit was brought on May 19, 2020, by two non-profit organizations and three voter plaintiffs against the state of Louisiana to challenge Louisiana’s Excuse Requirement, Witness Requirement, and Cure Prohibition.[SENTMARKER]The plaintiffs sought declaratory and injunctive relief enjoining the defendants from enforcing the Excuse and Witness Requirement, as well as provide absentee voters with notice and opportunity to cure defects in their absentee ballots for all elections in 2020 held in Louisiana.[SENTMARKER]On June 22, the court dismissed the case.","On May 7, 2016, the Louisiana NAACP filed a lawsuit in the U.S. District Court for the Eastern District of Louisiana seeking declaratory and injunctive relief under the Fourteenth Amendment and the Voting Rights Act.[SENTMARKER]The plaintiffs alleged that Louisiana’s election laws violate Plaintiffs’ First and Fourteenth amendment rights as well as the voting rights of minority voters.[SENTMARKER]The court dismissed the case without prejudice.[SENTMARKER]The case is now closed.","On May 19, 2020, the Louisiana Attorney General's Office filed this suit in the U.S. District Court for the Eastern District of Louisiana against the State of Louisiana and the Parish Board of Election Supervisors.[SENTMARKER]The plaintiffs sought declaratory and injunctive relief respecting Louisiana's voting regulations in light of COVID-19 (the ""Coronavirus"") and the Louisiana Excuse Requirement, Witness Requirement, and Cure Prohibition.[SENTMARKER]The Court granted the plaintiffs' motion to dismiss on June 3, 2020, and the parties agreed to consolidate the cases.[SENTMARKER]The case is now closed."
435,"On April 22, four individuals facing a heightened risk of contracting COVID-19 and the Family Unit, a non-profit organization, filed an action against the enforcement of South Carolina’s witness requirement applied to absentee voters, and the excuse requirement applied in order to vote by an absentee ballot.[SENTMARKER]On May 12, the South Carolina General Assembly passed legislation allowing all qualified South Carolina voters to vote by absentee ballot for the June primaries.[SENTMARKER]On May 25, the court granted the plaintiffs’ preliminary injunction motions in part, pertaining to the witness requirement.[SENTMARKER]On September 18, the Witness Requirement was enjoined for the November 2020 General Election in a separate case, and the district court stayed the case.[SENTMARKER]The defendants sought reconsideration.[SENTMARKER]The case is ongoing.","On January 9, 2020, Planned Parenthood of the Carolinas filed this lawsuit in the U.S. District Court for the District of South Carolina.[SENTMARKER]The plaintiffs alleged that the state's absentee voting requirements violated the Americans with Disabilities Act (ADA) and the Voting Rights Act (VRA) by denying people with disabilities the right to vote by absentee ballot.[SENTMARKER]The court granted the defendants' motion for summary judgment on all six of the plaintiffs' claims.[SENTMARKER]The case was stayed on September 21, 2020.","In April of this year, the Family Unit of South Carolina filed a lawsuit in the U.S. District Court for the District of Columbia against the South Carolina General Assembly, the State Department of Health and Human Services, and the State Board of Elections.[SENTMARKER]The plaintiffs alleged that the state's voter ID law and the witness requirement violated the Fourteenth Amendment and the equal protection clause.[SENTMARKER]The court granted the plaintiffs' motion for a preliminary injunction.[SENTMARKER]On September 18, 2020, the court in a separate case enjoined the Witness Requirement for all South Carolina voters in the November 2020 General Election due to the current state of emergency."
436,"In 2011 voters in Wisconsin filed this lawsuit in the US District Court for the Eastern District of Wisconsin.[SENTMARKER]The plaintiffs alleged that their fundamental right to vote had been violated by Act 23, Wisconsin's law implementing a voter ID requirement.[SENTMARKER]After much litigation, in 2016 a judge granted a preliminary injunction allowing voters without IDs to sign an affidavit in place of the ID requirement for the 2016 presidential election.[SENTMARKER]The state appealed the injunction to the Seventh Circuit.[SENTMARKER]The Seventh Circuit stayed the injunction pending the appeal.[SENTMARKER]As of December 2019, the appeal remained pending in the Seventh Circuit.","On April 12, 2016, a group of Wisconsin students filed a lawsuit in the U.S. District Court for the Eastern District of Wisconsin challenging the use of technical college IDs for voting.[SENTMARKER]The plaintiffs sought an injunction requiring the defendants to accept the plaintiffs’ veteran’s ID for voting purposes.[SENTMARKER]The district court granted the plaintiffs' motion for summary judgment, and the case is now closed.","In 2011, a group of eligible Wisconsin voters filed a lawsuit in the United States District Court for the District of Wisconsin challenging the state's voter identification law, 2011 Wisconsin Act 23.[SENTMARKER]The plaintiffs alleged that the law violated their right to vote under the U.S. Constitution and federal law.[SENTMARKER]The court granted the plaintiffs' motion for summary judgment, and the case was appealed to the Seventh Circuit Court of Appeals.[SENTMARKER]The Seventh Circuit reversed the lower court's decision.[SENTMARKER]The case is now closed."
437,"On June 21, 2016, individuals who had been forced to pay a $50 ""extension fee"" for inability to pay their monetary penalties in full, or go to gail for non-payment of court fines and costs, brought a putative class action lawsuit in the District Court for the Eastern District of Louisiana.[SENTMARKER]The plaintiffs sued the Bogalusa City Court and the sole judge who sits on the Bogalusa City Court, under 42 U.S.C. § 1983 alleging that the defendants (1) systematically jail and threaten to jail individuals who cannot pay fines and court costs that fund the city court; and (2) have created an illegal extension fee to generate additional revenue.[SENTMARKER]Shortly after U.S. District Court Judge Ivan L.R.[SENTMARKER]Lemelle denied the plaintiffs' motion for a temporary restraining order, and held their request for a preliminary injunction in abeyance, the parties decided to explore settlement options.[SENTMARKER]They filed a stipulated agreement with the District Court, which was granted.","On June 27, 2016, the Southern Poverty Law Center (SPLC) filed a class action lawsuit in the U.S. District Court for the Eastern District of Louisiana against the Bogalusa City Court.[SENTMARKER]The lawsuit alleged that the City Court violated the Civil Rights Act by failing to collect court costs and fees from individuals who appeared before it.[SENTMARKER]The parties entered into an agreement to settle the case for a period of two hundred seventy (270) days.[SENTMARKER]The Court retained jurisdiction to enforce the agreement for 180 days.","On June 21, 2016, a class action lawsuit was filed in the U.S. District Court for the Eastern District of Louisiana against Judge Robert J. Black and the Bogalusa City Court.[SENTMARKER]The plaintiffs alleged that the City Court had violated the Civil Rights Act by charging a $50 extension fee to some defendants who were unable to pay their fines and court costs.[SENTMARKER]The court denied the plaintiffs' request for a TRO and set a preliminary injunction for a hearing on July 13, 2016.[SENTMARKER]On July 16, 2016, the parties reached a settlement agreement.[SENTMARKER]The agreement was binding upon and will in perpetuity discharge plaintiffs and their successors, heirs, and assigns from all claims, suits, actions, charges, demands, judgments, costs and executions present and future, known or unknown, both legal and equitable."
438,"On October 31st, 2016, a group of Plaintiffs who had been jailed for their inability to pay fines owed to the City of Florissant, Missouri for traffic tickets or other minor municipal offenses, sued the City for this violation of due process.[SENTMARKER]This case is still in the discovery stage and has been ongoing for four years.","In 2012, ArchCity Defenders filed a class action lawsuit against the City of Florissant in the U.S. District Court for the Eastern District of Missouri.[SENTMARKER]The plaintiffs alleged that the City's policy and practice of holding people in its jail indefinitely until they could pay an “arbitrarily determined and constantly-shifting” sum of money violated their constitutional rights.[SENTMARKER]The case was settled in January 2014 with the defendant agreeing to pay a total of $1 million to the plaintiffs.",This class action lawsuit was brought against the City of Florissant in the U.S. District Court for the Eastern District of Missouri.[SENTMARKER]The plaintiffs alleged that the City kept them in jail because they could not afford to pay their fines from traffic tickets or other minor municipal offenses.[SENTMARKER]The case was settled in December 2013 and the plaintiffs filed a motion for class certification in April 2014.
439,"On June 20, 1989, foster care children of the District of Columbia filed a lawsuit in the U.S. District Court for the District of Columbia against the Department of Human Services.[SENTMARKER]The plaintiffs, represented by Children's Rights and the ACLU, asked the court to order improved policies related to protective services, family preservation and preventive services, child placement, case reviews, adoptions, and staffing, among other issues, claiming violations of 42 U.S.C. § 1983, the Adoption Assistance and Child Welfare Act of 1980 (AACWA), the Child Abuse Prevention and Treatment Act, the District of Columbia Prevention of Child Abuse and Neglect Act of 1977, the Child Abuse Prevention and Treatment Act, and the District of Columbia Youth Residential Facilities Licensor Act of 1986.[SENTMARKER]Specifically, the plaintiffs claimed that caseloads were too large, leaving many children in the foster care system for far too long with unresolved cases.[SENTMARKER]Additionally, the complaint alleged inappropriate placements for children and inadequate efforts to return children home.[SENTMARKER]In 1993, Judge Thomas F. Hogan approved a consent decree directing DHS to develop policies and procedures to rectify the system.[SENTMARKER]After many years of oversight, and periodic contempt orders, the system has gradually improved.[SENTMARKER]However, there is still a monitor in place reporting on the progress of the Child and Family Services Agency (CFSA) created as a result of this case.","In 1993, a group of children brought a class action suit in the District of Columbia alleging that the District's foster care system was inadequate and that the children were being abused or neglected.[SENTMARKER]The district court entered a consent decree, which the plaintiffs moved to enforce two years later, arguing that state officials failed to fully comply with its requirements.[SENTMARKER]The Fifth Circuit reversed, concluding that the district court lacked jurisdiction under the Eleventh Amendment.[SENTMARKER]The District appealed, contending that the consent decree violated the Fifth Amendment, and the Supreme Court denied its petition for writ of certiorari.[SENTMARKER]The case is now closed.","In September 1988, the Center for the Study of Social Policy with the Office of the Mayor and the Child and Family Services Agency of the District of Columbia filed this lawsuit in the U.S. District Court for the district of Columbia.[SENTMARKER]The plaintiffs alleged that the District operated its child welfare system in violation of the federal Adoption Assistance and Child Welfare Act of 1980 and Child Abuse Prevention and Treatment Act, as well as the fifth amendment to the Constitution.[SENTMARKER]The parties entered into a consent decree.[SENTMARKER]The decree required the District to develop policies and procedures for the reporting of reports of neglect/abuse, establish placement support services sufficient to assure placement for children, and provide a listing of all children who have been in emergency care for more than 21 days.[SENTMARKER]The district court found that the district had violated its own statutes and the consent decree was not consistent with the district's compliance with the terms of the decree."
440,"On 2017, foster parents and three states filed a suit challenging the constitutionality of the Indian Child Welfare Act (the ""ICWA"").[SENTMARKER]Plaintiffs allege the ICWA violates the Equal Protection Clause and anti-commandeering principles.[SENTMARKER]The district court held the ICWA is unconstitutional which was partially affirmed in a fractured en banc opinion by the Fifth Circuit.[SENTMARKER]The case is ongoing.","On October 25, 2014, the U.S. District Court for the Northern District of Texas held that the Indian Child Welfare Act (ICWA) and its Final Rule violated the Tenth Amendment and the nondelegation doctrine.[SENTMARKER]The case was brought by members of the Morongo Band of Mission Indians and the Navajo Nation.[SENTMARKER]The plaintiffs alleged that ICWA and the Final Rule interfered with state child-custody proceedings.[SENTMARKER]The district court granted summary judgment in part and denied the plaintiffs' motion for summary judgment on all their claims.[SENTMARKER]The parties then moved for a declaratory and in good standing motion to adopt Y.R.J.[SENTMARKER]based on ICWA’s placement preferences.[SENTMARKER]The court denied the motion, finding that at least one Plaintiff had standing to bring each claim, and the case is ongoing.","On March 28, 2018, the U.S. District Court for the Northern District of Texas ruled that the Indian Child Welfare Act (ICWA) and the Final Rule were unconstitutional.[SENTMARKER]The court held that the ICWA violated the equal protection component of the Fifth Amendment and the Administrative Procedure Act (APA) by requiring the placement of Indian children with non-Indian foster parents.[SENTMARKER]The case was brought by the Clifford family, a Native American couple who were seeking to adopt a child with whom they had been in a foster care or preadoptive proceeding.[SENTMARKER]The district court found that the Cliffords had not established good cause to deviate from ICWA's preferences by ""clear and convincing evidence"""
441,"California recipients of Adult Day Health Care services brought this class action to enjoin California from reducing or eliminating the ADHC program, which would put the plaintiffs at risk of institutionalization.[SENTMARKER]The U.S. District Court for the Northern District of California granted the plaintiff class a preliminary injunction in September 2009, forbidding California to modify it's adult Day Health Care program until an appropriate alternative could be provided to prevent institutionalization of individuals in the plaintiffs' class.[SENTMARKER]The District Court approved a settlement agreement that created a new program which will help to prevent the institutionalization of ADHC beneficiaries.","In 2009, a class action lawsuit was filed in the U.S. District Court for the Northern District of California on behalf of people receiving Medi-Cal Adult Day Health Care (ADHC) services.[SENTMARKER]The plaintiffs alleged that the State of California's decision to end the ADHC program violated the Fourteenth Amendment and the Americans with Disabilities Act (ADA) and other laws.[SENTMARKER]The parties reached a settlement in which they agreed to design new programs to replace ADHC.[SENTMARKER]If the settlement is approved by the Court, ADHC will end on February 29, 2012.","A class action lawsuit was brought in the U.S. District Court for the Northern District of California against the California Department of Health Care Services (DHCS) on behalf of elderly and disabled residents of the Adult Day Health Care (ADHC) program.[SENTMARKER]The plaintiffs alleged that DHCS's funding cuts to the ADHC program violated the Fourteenth Amendment right to due process and the California Health Care Act. On September 10, 2009, the court granted a temporary restraining order and preliminary injunction against the cuts.[SENTMARKER]The parties agreed to a settlement in which they will work together to design new programs to replace ADHC, with no exceptions."
442,"Two individuals who use wheelchairs for mobility sued the City of Steamboat Springs, for having inaccessible public transportation and facilities.[SENTMARKER]The parties entered into a consent decree requiring the city to make its services and facilities accessible, pay attorneys' fees and costs, and pay $12,250 to the plaintiffs.","On July 1, 1999, two individuals with disabilities filed a lawsuit in the U.S. District Court for the District of Colorado against the City of Steamboat Springs, Colorado.[SENTMARKER]The plaintiffs alleged that the city had discriminated against them on the basis of disability in connection with the provision of transit service and certain other City services, in violation of Title II of the Americans with Disabilities Act of 1990 (ADA) and the Rehabilitation Act of 1973 (Rehabilitation Act) by denying them access to the city's public transportation system and other facilities.[SENTMARKER]The parties entered a consent decree in which the city agreed to provide wheelchair-accessible parking spaces at the Howelsen Hill complex and to provide comprehensive training for all bus and van operators, dispatchers, and mechanics.[SENTMARKER]The consent decree was entered on December 12, 2000 and the parties agreed to dismiss the case on December 11, 2000.","Two wheelchair users filed this lawsuit in the U.S. District Court for the District of Colorado against the City of Steamboat Springs, Colorado.[SENTMARKER]The plaintiffs alleged that the defendant violated the Americans with Disabilities Act (ADA) by failing to make its public transportation system readily accessible to and usable by persons who use wheelchairs.[SENTMARKER]The case was settled in a consent decree between the plaintiffs and the defendant.[SENTMARKER]The consent decree required the defendant to pay the plaintiffs compensatory damages as well as attorney's fees and costs."
443,"Plaintiffs were disabled individuals who sued the Colorado Rockies baseball club after it removed accessible seats in Coors Field and raised prices on others.[SENTMARKER]There was a trial held, after which the court dismissed all claims by stipulation.[SENTMARKER]It is unclear, however, whether the parties settled.","The Colorado Rockies Baseball Club, Ltd. and certain of its affiliates brought this class action lawsuit in the U.S. District Court for the District of Colorado.[SENTMARKER]The plaintiffs alleged that the defendants violated the Americans with Disabilities Act (ADA) by failing to provide appropriate seating to those required to use wheelchairs when attending a baseball game in the facility used by the Colorado Rockies.[SENTMARKER]The defendants moved for partial summary judgment, arguing that the ADA does not apply to the Lower Level Box seating areas at Coors Field.[SENTMARKER]The district court denied the defendants' motion for summary judgment.[SENTMARKER]The case is now closed.","Prior to 2001, Defendant provided wheelchair accessible seats behind home plate at prices equivalent to the inaccessible seats behind the dugouts and along the first and third base lines.[SENTMARKER]Starting in 2001, Defendant raised the price on the Backstop Accessible Seats to approximately $100 per game.[SENTMARKER]This price hike was the result of the creation of a luxury area known as the Coors Clubhouse."
444,"On April 29, four individuals with disabilities and Disability Rights New York filed a complaint against Andrew Cuomo, the Governor of New York State.[SENTMARKER]The plaintiffs alleged that the absence of live televised American Sign Language (ASL) interpretation in Governor Cuomo’s daily televised briefings on COVID-19 discriminated against populations with disabilities residing in New York by failing to provide a live ASL interpreter.[SENTMARKER]The plaintiffs sought declaratory and injunctive relief, declaring the lack of ASL interpretation as a violation under the ADA and the Rehabilitation Act.[SENTMARKER]The plaintiffs also sought a TRO and preliminary injunction requiring the defendant to immediately include live in-frame ASL interpretation for all briefings addressed to New York residents.[SENTMARKER]The preliminary injunction was granted on May 11, and the defendant was ordered to immediately implement live, in-frame ASL interpretation for his daily press briefings.[SENTMARKER]The case is ongoing.","On May 12, 2020, Disability Rights New York (DRNY) filed a lawsuit in the U.S. District Court for the Southern District of New York against New York County and Governor Andrew Cuomo.[SENTMARKER]DRNY alleged that the county violated the Americans with Disabilities Act (ADA) and the Minnesota Human Rights Act (HRA) by failing to provide an in-frame American Sign Language (ASL) interpreter during televised broadcast briefings.[SENTMARKER]The district court granted DRNY's motion for a preliminary injunction on May 11, 2020.[SENTMARKER]The Eighth Circuit affirmed the district court's grant of summary judgment for the county, holding in part that the ADA and Rehab Act did not require the county to provided an ASL interpreter at every meeting held to discuss emergency decontamination in the plaintiffs' community.","On March 24, 2020, Disability Rights New York (DRNY) filed this lawsuit in the U.S. District Court for the Southern District of New York against New York Governor Andrew Cuomo.[SENTMARKER]DRNY argued that Governor Cuomo's failure to provide live in-frame ASL interpretation during his daily press briefings violated the Americans with Disabilities Act (ADA) and Section 504 of the Rehabilitation Act (RA).[SENTMARKER]On May 11, 2020, the Court granted the plaintiffs' motion for a preliminary injunction requiring Governor Cuomo to provide an in- frame ASL interpreter during his televised press briefings.[SENTMARKER]On May 13, 2020, the Governor was ordered to submit a detailed affidavit explaining why and providing a date by which it will be implemented."
