,gold_sents,pegasus_output_sents
242,"In 2011, several inmates of the Fresno County Adult Detention Facilities filed a lawsuit against the County of Fresno, California, alleging that it violated prisoners' Constitutional rights by maintaining dangerous facilities and failing to provide basic health care.[SENTMARKER]In 2015, the parties settled the case.[SENTMARKER]The defendants agreed to implement a remedial plan and to pay $900,000 in attorneys' fees and $40,000 per year for monitoring fees and expenses.","On December 13, 2011, two inmates of the Fresno County Jail filed a class action lawsuit in the U.S. District Court for the Eastern District of California.[SENTMARKER]The plaintiffs alleged that the conditions of confinement in the Jail violated the constitutional and statutory rights of all prisoners who were or will be housed in the jail.[SENTMARKER]The parties entered into a consent decree in May 2015 to address alleged deficiencies in four conditions, including timely access to health care.[SENTMARKER]The consent decree required the County to provide timely access and treatment to all prisoners, including those with serious health conditions, to ensure that their health care was not disrupted.[SENTMARKER]The County agreed to pay plaintiffs' counsel $40,000 per calendar year, or a pro-rated portion thereof, for all fees and expenses related to monitoring the implementation of the consent decree and the consent plan.[SENTMARKER]The Court appointed the Prison Law Office as class counsel to represent the class of prisoners.[SENTMARKER]The court granted the plaintiffs' motion for final approval of their class action settlement on December 13, 2015.[SENTMARKER]The parties filed a motion for preliminary approval of the Consent Decree in March 2016.[SENTMARKER]The Court granted the defendants' motion to dismiss, and the parties agreed to suspend discovery for the purpose of settlement negotiations.[SENTMARKER]The case is now closed."
243,"This is a class action suit brought in 1993 by prisoners at the Merced County Jail to challenge their conditions of confinement.[SENTMARKER]The District Court for the Eastern District of California issued some initial injunctive relief to prevent overcrowding, and a settlement was preliminarily approved but seemingly never finalized.[SENTMARKER]The case was dismissed in 2000.","On March 4, 1993, a group of inmates of the Merced County Jail filed a class action lawsuit in the U.S. District Court for the Eastern District of California against the County of Merced, the Sheriff's Office, and the Department of Corrections and Rehabilitation (DCR).[SENTMARKER]The plaintiffs alleged that the defendants had violated the inmates' civil rights by failing to provide them with adequate housing, failing to release them when their beds were full, and refusing to accept newly-committed inmates when they were released from the jail.[SENTMARKER]The plaintiffs sought injunctive relief, injunctive and ancillary relief, and injunctive monetary relief.[SENTMARKER]The court granted the plaintiffs' motion for a preliminary injunction in September 1993, and the case was closed in April 1994.[SENTMARKER]On August 5, 1994, the parties filed a motion to dismiss the case.[SENTMARKER]The case was re-opened and the parties entered into a settlement agreement.[SENTMARKER]The settlement agreement required the defendants to post a copy of the settlement agreement on every floor level of the jail facility and to provide inmates with access to the settlement notice.[SENTMARKER]The parties also agreed to pay the plaintiffs a total of $100,000 in damages.[SENTMARKER]On August 6, 1994, the case went to trial.[SENTMARKER]The trial was scheduled to take place on September 14, 1994."
244,"This 2011 lawsuit alleged that Alameda County had violated the decedent's constitutional rights in its agents' use of excessive force.[SENTMARKER]The suit further alleged that Corizon Health, Inc. was negligent in its failure to provide decedent with treatment for alcohol withdrawal.[SENTMARKER]In February, 2015, the parties settled for $8,300,000 in damages and injunctive relief that included health training.[SENTMARKER]The injunctive relief is set to end February 1, 2019, and little activity had appeared on the docket since 2016.","On June 10, 2011, the son of a pretrial detainee of the Alameda County Sheriff's Department filed this suit in the U.S. District Court for the Northern District of California.[SENTMARKER]The plaintiff alleged that the defendant, Corizon Health, Inc., violated Title 42 of the United States Code, Sections 1983 and 1988, and the First, Fourth, and Fourteenth Amendments by denying the Plaintiff access to appropriate, competent, and necessary care for serious medical and psychiatric needs.[SENTMARKER]The Plaintiff also alleged excessive force and cruel and unusual punishment by the Defendant Deputy Sheriffs.[SENTMARKER]On February 12, 2012, the District Court assigned the case to Judge Jon S. Tigar, who granted the defendants' motion for summary judgment on all of the plaintiff's claims.[SENTMARKER]On January 5, 2014, the parties entered into a settlement agreement.[SENTMARKER]The parties agreed to the following terms: The defendant agreed to pay $20,000 to the plaintiff.[SENTMARKER]The defendant also agreed to provide all inmates in Alameda County Jails, and in all facilities throughout the State of California, with a physician's assistant or nurse practitioner to conduct all receiving screenings and patient 19 assessments on all inmates.[SENTMARKER]The settlement agreement was subject to court approval.[SENTMARKER]The District Court granted the defendant's motion for partial summary judgment in part and denied the motion for full summary judgment.[SENTMARKER]The case is now closed."
245,"In 2016, prisoners in the Santa Clara County Jail System filed this class action in the U.S. District Court for the Northern District of California.[SENTMARKER]Plaintiffs alleged that the jail facilities were not accessible to inmates with mobility disabilities in violation of the Americans with Disabilities Act, the Rehabilitation Act, and state law.[SENTMARKER]In 2019, the parties jointly settled the case under a consent decree which would force Santa Clara County to make its jails accessible.[SENTMARKER]The case is ongoing","On November 14, 2016, a class action lawsuit was filed in the U.S. District Court for the Northern District of California on behalf of inmates with mobility disabilities incarcerated in Santa Clara County's Main Jail North, Main Jail South, and Elmwood Correctional Facility (collectively, the ""Jails"").[SENTMARKER]The plaintiffs alleged that the Jails violated the Americans with Disabilities Act (""ADA"") and the Rehabilitation Act (""Rehabilitation Act"") by failing to provide access to programs, services, and activities for inmates with disabilities.[SENTMARKER]The plaintiffs sought injunctive relief, monetary relief, and other relief.[SENTMARKER]The parties entered a consent decree in which the County agreed to implement a policy of providing a safe and secure shower chair which shall be readily accessible and provided immediately upon request.[SENTMARKER]The County also agreed to provide a chair for an inmate with a mobility disability in the jail's X-ray changing room.[SENTMARKER]The Court has preliminarily approved the settlement of this matter."
246,"In 2018, female prisoners at the Santa Rita Jail filed this class action complaint in the U.S. District Court for the Northern District of California.[SENTMARKER]The plaintiffs alleged that the defendants’ policy of keeping the lights on for 24 hours and other conduct that disrupt the inmates’ sleep violated their rights under the Eighth and Fourteenth Amendments by denying the basic human right to sleep and serving as a cruel and unusual punishment.[SENTMARKER]As of July 2020, settlement negotiations are in progress.","On November 1, 2018, three pretrial detainees filed a class action lawsuit in the U.S. District Court for the Northern District of California against the Alameda County Sheriff's Office and the Santa Rita Jail.[SENTMARKER]The plaintiffs alleged that the defendants violated their Eighth and Fourteenth Amendment rights by depriving them of a minimal level of nighttime sleep.[SENTMARKER]The court granted the plaintiffs' motion for preliminary injunctive relief on April 22, 2019.[SENTMARKER]The parties agreed to a settlement in which the defendants agreed to pay the plaintiffs in the amount of $75,000.[SENTMARKER]The parties also agreed to provide the plaintiffs with a copy of the jail's policies and procedures regarding night time sleep hours.[SENTMARKER]The settlement is subject to the court's approval."
247,"On November 11, 2019 prisoners at Santa Rita Jail in Dublin, California filed this class-action lawsuit in the U.S. District Court for the Northern District of California.[SENTMARKER]The plaintiffs sued the Alameda County Sheriff’s Office, the California Forensic Medical Group and Aramark Correctional Services under 42 U.S.C. § 1981, 1983, and 1988.[SENTMARKER]The plaintiffs claimed that defendants acted in violation of the First, Fourth, Fifth, Eighth and Fourteenth Amendments.[SENTMARKER]Specifically, plaintiffs alleged that Santa Rita’s unsanitary confinement conditions, wrongful denials of attorney visits, failure to provide medical care, and retaliation against inmates for speaking out and filing grievances violated these constitutional rights.[SENTMARKER]The case is ongoing.","On October 30, 2019, inmates at the Santa Rita Jail in Alameda County, California filed a class action lawsuit in the U.S. District Court for the Northern District of California against the Alameda County Sheriff's Office (ACSO).[SENTMARKER]The plaintiffs alleged that the defendants violated their First, Fourth, Fifth, Eighth, and Fourteenth Amendments by requiring inmates to provide the medical care for newly booked, detoxing detainees.[SENTMARKER]The plaintiffs also alleged that they were subject to conditions of confinement that violate the First, 12 Fourth, and Eighth Amendments of the United States Constitution.[SENTMARKER]The case was assigned to Magistrate Judge Jacqueline Scott Corley.[SENTMARKER]The court entered a final judgment in favor of the defendants in March of this year.[SENTMARKER]The final judgment required the defendants to pay the plaintiffs' attorney's fees and costs."
248,"On January 4, 2018, six women prisoners filed a complaint in the U.S. District Court for the Northern District of California alleging systematic, misogynistic mistreatment of women prisoners at the Alameda County Jail in Santa Rita, California.[SENTMARKER]The plaintiffs sued Alameda County and the Alameda County Sheriff’s Office under 42 U.S.C. §1983 for violations of their rights under the U.S. Constitution and state law.[SENTMARKER]On April 12, 2018, the plaintiffs filed a second amended complaint.[SENTMARKER]The plaintiffs elaborated on the allegations in the original complaint of the mistreatment against pregnant women prisoners and discrimination against women prisoners in general.[SENTMARKER]The second amended complaint also added additional causes of action under California state law and identified additional named defendants beyond the Alameda County Sheriff’s Office and individuals employed therein, including the California Forensic Medical Group, retained to provide medical services to prisoners and Aramark Correctional Services, a for-profit food services provider at the Jail.[SENTMARKER]The plaintiffs requested that the court certify a plaintiff class of women prisoners and the subclass of pregnant women prisoners, and that the court issue emergency remedy, by decree, to ensure that the women prisoners receive the medical care and other accommodations they needed to be safe while in custody at the Alameda County Jail.[SENTMARKER]Finally, in addition to the injunctive relief and compensatory and punitive damages requested in the original complaint, the plaintiffs requested that the court affirmatively direct the defendants to fully comply with all state statutes and regulations regarding medical treatment, nutrition, activities, and personal hygiene for women prisoners.[SENTMARKER]The parties began engaging in settlement negotiations and entered an agreement in principle on May 14, 2018.[SENTMARKER]On May 7, 2019, one named plaintiff moved to relate the case to Gonzalez v. Ahern.[SENTMARKER]Though opposed by the defendants, on May 15, 2020, the court related this case to Gonzalez v. Ahern.[SENTMARKER]For further information, refer to the Clearinghouse page, <a href=""https://www.clearinghouse.net/detail.php?id=17341"">available at this link</a>.","On June 25, 2013, a group of female prisoners in the custody of the Alameda County Sheriff's Office filed this class action lawsuit in the U.S. District Court for the Northern District of California.[SENTMARKER]The plaintiffs alleged that the defendants violated the Fourth, Eighth, and Fourteenth Amendments by failing to provide adequate food, medical care, education, and transportation for their pregnant prisoners and their unborn children at Santa Rita Jail in Santa Rita, California.[SENTMARKER]According to the plaintiffs, two of the pregnant prisoners suffered miscarriages, and a third woman gave birth alone and unattended in a solitary confinement cell.[SENTMARKER]The plaintiff's attorneys filed a motion for a preliminary injunction, which was granted by the court on June 25, 2013.[SENTMARKER]The parties settled the issues set to be tried on June 25.[SENTMARKER]The parties agreed to a settlement in which the defendants agreed to provide the plaintiffs with adequate food and medical care.[SENTMARKER]The defendants also agreed to pay the plaintiffs' attorneys' fees.[SENTMARKER]The case is now closed."
249,"This putative class-action lawsuit, brought by inmates in Orange County Jail, argued that county and the sheriff violated the U.S. Constitution, the Americans with Disabilities Act, and Section 504 of the Rehabilitation Act in failing to provide adequate care amidst the 2020 coronavirus pandemic.[SENTMARKER]Plaintiffs sought habeas corpus, injunctive relief, declaratory relief, and attorneys' fees and costs.[SENTMARKER]The district court granted class certification and partially granted a temporary restraining order and preliminary injunction, which mandated more social distancing, providing for more PPE, and improved sanitation policies.[SENTMARKER]The defendants appealed this decision to the Ninth Circuit, and applied in both the district court and the Ninth Circuit to stay the case in the lower court until the appeals court had ruled.[SENTMARKER]Both denied these applications, however the Ninth Circuit remanded to the district court saying that the defendants could try to modify the injunction if there were any changed circumstances.[SENTMARKER]Defendants did so, but the district court denied any modifications once again.[SENTMARKER]The defendants appealed this decision to the Ninth Circuit, which likewise rejected the defendants' motion.[SENTMARKER]Finally, the defendants went to the Supreme Court and asked them to stay the injunction while the Ninth Circuit heard the case on the merits.[SENTMARKER]The Supreme Court obliged on August 5, staying the injunction.[SENTMARKER]The case is ongoing as of February 17, 2021.","On April 30, 2020, a group of inmates at the Orange County Jail filed a class action suit in the U.S. District Court for the Central District of California alleging that the conditions of confinement at the jail violated their constitutional and other statutor rights.[SENTMARKER]The plaintiffs alleged that the defendants failed to take adequate measures to prevent the spread of COVID-19 within the jail.[SENTMARKER]On May 26, 2020, the district court granted the plaintiffs' motion for a preliminary injunction to implement protections against the COVID pandemic.[SENTMARKER]On June 2, 2020, the Ninth Circuit Court of Appeals granted the defendants' motion to stay the case pending an appeal of the PI Order.[SENTMARKER]The parties then filed an emergency appeal to the Fifth Circuit, which granted a stay of the District Court's preliminary injunction Id.[SENTMARKER]The Ninth Circuit denied the appeal, and the parties filed a rehearing motion on June 10, 2020.[SENTMARKER]The parties filed rehearing motions on June 17, 2020, and the case was dismissed on June 24, 2020.[SENTMARKER]The case is now closed."
250,"In 2006, inmates in the D.C. Jail filed this 42 U.S.C. § 1983 class action suit in the District Court for the District of Columbia.[SENTMARKER]The plaintiffs claimed that D.C. Jail violated their Constitutional rights by detaining them beyond their release dates and conducting blanket strip searches.[SENTMARKER]In 2014, after summary judgment rulings and a jury trial in 2013, the parties settled the case and D.C. agreed to pay the plaintiffs $6.2 million.","In 2005, a group of former inmates of the District of Columbia’s Department of Corrections (D.O.C.)[SENTMARKER]filed a class action lawsuit in the U.S. District Court in Washington, DC.[SENTMARKER]The plaintiffs alleged that the District had a long and documented history of overdetaining and strip searching inmates past their release dates.[SENTMARKER]The District moved for summary judgment, the Court denied that motion, and shortly thereafter the parties settled the case.[SENTMARKER]This is the second of two virtually identical class actions filed against the District in the past ten years involving overdetentions and strip searches at the District’s jails.[SENTMARKER]The parties reached a settlement in August of 2005, which provided monetary relief to individual class members who had been overdetained, plus $250 per day for each calendar day they were supposed to be released, or subjected to a strip search after they had been to court appearance and were entitled to release because of their appearance.[SENTMARKER]The district agreed to pay a class member a sum of $1,000.00, no matter how many times the SCM was subjected to strip searches during the Class Period.[SENTMARKER]The case is still pending, and there is a proposed settlement.[SENTMARKER]The settlement may affect the rights of certain people who were incarcerated in the District."
251,"In 2002, nine female plaintiffs, represented by private counsel, filed this 42 U.S.C §1983 class action lawsuit in the U.S. District Court for the District of Columbia.[SENTMARKER]The plaintiffs challenged the practice of the U.S.[SENTMARKER]Marshal's Service and the District of Columbia of conducting blanket strip, visual body cavity, and/or squat searches (""strip searches"") of female arrestees that were being held in the Superior Court Cell Block of the D.C. Superior Court while awaiting presentment before a judicial officer.[SENTMARKER]After granting the plaintiffs class certification, the District Court granted summary judgment to the defendants on all claims.","In 2002, a class of women arrested in the District of Columbia were taken to the Superior Court for presentment on D.C. warrants or code offenses and were subjected to blanket strip, visual body cavity, and/or squat searches while being held in the cell block awaiting presentment.[SENTMARKER]The plaintiffs sought injunctive and declaratory relief, seeking damages and injunctive relief.[SENTMARKER]The district court denied both motions and certified two classes: a Fourth Amendment Class and a Fifth Amendment Class.[SENTMARKER]After the parties filed briefs in this matter, the Third Circuit weighed in for the first time and similarly found the blanket strip search of arrestees prior to introduction into a general jail population did not violate the Fourth Amendment.[SENTMARKER]The District Court granted the District's motion for summary judgment, and the District was dismissed as a party in this case.[SENTMARKER]The case is now closed."
252,"D.C. jail denies accommodation to plaintiff while they were incarcerated.[SENTMARKER]As a result, the plaintiff could not participate in the court-ordered rehabilitation services offered by the jail.[SENTMARKER]The D.C. jail later placed the plaintiff in voluntary solitary confinement without communicating to him that his solitary confinement was voluntary.[SENTMARKER]The court found in favor of the plaintiff on summary judgment and a subsequent jury trail awarded him $70,000 in damages.","On September 11, 2015, a deaf inmate at the District of Columbia's Correctional Treatment Facility (CTF) filed a lawsuit in the U.S. District Court for the Eastern District of Washington, alleging discrimination under the Americans with Disabilities Act (ADA) and Section 504 of the Rehabilitation Act.[SENTMARKER]The plaintiff alleged that the D.C. Department of Corrections (DOC) violated the ADA by failing to provide him with adequate access to a qualified American Sign Language (ASL) interpreter, telecommunication devices, visual alarms, visitation, and other accommodations.[SENTMARKER]The defendant also retaliated against the plaintiff for asserting his rights under the ADA and Rehabilitation Act by refusing to comply with the court's orders.[SENTMARKER]The court granted the plaintiff's motion for summary judgment in part, and denied the motion for recusal.[SENTMARKER]The case is now closed."
253,"In 2009, inmates of the Manatee County Jail challenged the constitutionality of a post-card only jail policy in the United States District Court for the Middle District of Florida.[SENTMARKER]In 2010, the court ruled that the policy was reasonably related to penological interests.[SENTMARKER]The plaintiffs moved for reconsideration, but as of October 15, 2016, the Court had not issued any orders regarding the motion.","On September 4, 2009, two inmates of the Manatee County Jail, Florida, filed a class action lawsuit in the U.S. District Court for the Middle District of Florida.[SENTMARKER]The plaintiffs alleged that the jail's Postcard-Only Mail Policy violated their First Amendment rights by prohibiting family members, friends, or loved ones of inmates from sending the inmate mail only on postcards and by limiting the amount of space available on which to place a message.[SENTMARKER]The court dismissed the case on May 28, 2010, without prejudice, stating that the plaintiffs were purporting to bring the case for themselves and all others similarly situated.[SENTMARKER]The case is closed."
254,"In 1999, inmates at the Foster County Jail in Atlanta, Georgia, who had tested positive for HIV, filed this class action lawsuit against county officials.[SENTMARKER]The plaintiffs, represented by the Southern Center for Human Rights, brought the suit in the U.S. District Court for the Northern District of Georgia under 42 U.S.C. § 1983.[SENTMARKER]In 2000, the parties reached a settlement agreement that required improved medical care and reduced overcrowding.","On April 8, 1999, a group of HIV-positive inmates at the Fulton County Jail in Atlanta, Georgia filed this class action lawsuit in the U.S. District Court for the Northern District of Georgia.[SENTMARKER]The plaintiffs alleged that the defendants had violated their Eighth and Fourteenth Amendment rights by failing to provide adequate medical care to the inmates.[SENTMARKER]Specifically, the plaintiffs claimed that they had been denied even the most minimal medical care by the defendants.[SENTMARKER]The case was dismissed on April 16, 1999, based on the defendants' representation that the Grady Health System would continue to provide medical appointments to HIV-infected inmates.[SENTMARKER]On April 22, 1999, the parties submitted for the Court’s approval, and the Court approved and entered, a Consent Order on Class certification.[SENTMARKER]The parties filed their responses on December 5, 2001, and the parties filed for the prel consent order on January 24, 2002.[SENTMARKER]On January 24, 2002, the parties entered a Final Settlement Agreement, which was approved by Judge Shoob.[SENTMARKER]The final settlement agreement required the defendants to provide all necessary medical care, including HIV-related care, to all inmates in the jail.[SENTMARKER]In addition, the defendants were required to monitor the quality of healthcare services provided at the jail and to provide a report to the court on the jail's overcrowding.[SENTMARKER]The court granted class certification on May 6, 2002.[SENTMARKER]The case is now closed and no further action is pending."
255,"On January 27, 2009, current and former detainees at the Cook County Jail filed a lawsuit against the Sheriff of Cook County and Cook County, IL in the U.S. District Court for the Northern District of Illinois.[SENTMARKER]The plaintiffs asked the court for damages and injunctive relief to improve their dental treatment.[SENTMARKER]In May 2018, the parties reached a settlement whereby the defendant County would establish a settlement fund in the amount of $5,563,000.[SENTMARKER]The case is ongoing.","On January 27, 2009, a former inmate at the Cook County Jail brought a class action lawsuit in the United States District Court for the Northern District of Illinois alleging that the defendants showed deliberate indifference in its administration of dental care.[SENTMARKER]The plaintiffs sought a preliminary and permanent injunction against the defendants.[SENTMARKER]The district court denied the plaintiffs' motion for a preliminary injunction, and the parties reached a settlement agreement.[SENTMARKER]The District Court subsequently decertified one class, modified the other class, and denied the detainees’ motion for injunctive relief as moot.[SENTMARKER]The Court of Appeals affirmed the district court's decision to decertify the class.[SENTMARKER]The case is now closed.[SENTMARKER]The parties have agreed to implement the terms of the settlement agreement and the case is closed."
256,"In June 2014, an inmate at the Cook County Jail filed a class action lawsuit under 42 U.S.C. § 1983 against Cook County.[SENTMARKER]The plaintiff sought compensatory damages, punitive damages, attorneys' fees, and costs, alleging overcrowding and lack of funding that led to violations of Indiana state law and the Eighth and Fourteenth Amendments.[SENTMARKER]The court dismissed the case based on counsel's representation that the alleged counts were unsupported.[SENTMARKER]The case is now closed.","On June 6, 2014, a pre-trial detainee at the Cook County Jail filed a complaint in the U.S. District Court for the Northern District of Illinois alleging that he was subject to barbaric living conditions in violation of the Fourteenth Amendment.[SENTMARKER]The Plaintiff alleged that he and other similarly situated pretrial detainees were forced to sleep in the common area of a cell block which was under construction without any mattress, pillows, or blankets, was moved after two hours’ sleep to a day room where he again was required to sleep on the floor, and was frequently moved thereafter to various holding areas over several days, at least one of which did not have access to a bathroom, forcing Plaintiff to urinate on himself.[SENTMARKER]The plaintiff also alleged that as a result of the policy and custom of instituting and allowing cruel and unusual conditions of confinement at the Jail, pretrial detainees have been subjected to barbaric and unusual living conditions.[SENTMARKER]The complaint included a Monell claim against Toni Preckwinkle, Thomas Dart, Cara Smith and Cook County based on the policy, practice and procedure of underfunding the Jail.[SENTMARKER]The Court granted the defendants' motion to dismiss on the grounds that: (1) they were improper defendants; .[SENTMARKER](2) they failed to adequately allege the Monell claims; and (3) Plaintiff does not allege that the defendants’ operation of the Jail is unconstitutional.[SENTMARKER]The court denied the motion for leave to file an amended complaint.[SENTMARKER]The case is closed."
257,"In 2014, individuals who were incarcerated in the Marion County correctional system filed this class-action lawsuit in the US District Court for the Southern District of Indiana.[SENTMARKER]The plaintiffs sued the Marion County sheriff under 42 U.S.C. § 1983.[SENTMARKER]The plaintiffs sought monetary relief pursuant to 42 U.S.C. § 1983 against the Marion County Sheriffs Office.[SENTMARKER]The plaintiffs claimed that they were incarcerated for longer than legally authorized as a result of unreasonable processing and release procedures.[SENTMARKER]The case is ongoing.","In December 2014, a class action was brought in the U.S. District Court for the Southern District of Indiana against the Marion County Sheriff's Department and the City of Indianapolis.[SENTMARKER]The plaintiffs alleged that the sheriff's practice of not releasing inmates at the conclusion of their sentences, but rather keeping them in jail until Community Corrections is ""ready"" to process them as a group, is unreasonable and results in substantial delays in the release of these individuals.[SENTMARKER]The district court granted class certification as to two of the five subclasses, but denied class certification for the remaining three.[SENTMARKER]The case was remanded to the district court for further proceedings consistent with this opinion.[SENTMARKER]On appeal, the Indiana Supreme Court granted the defendants' motion to transfer the case to the Indiana Court of Appeals."
258,"Built in 1991, the Campbell County Detention Center was designed to hold 135 prisoners.[SENTMARKER]It quickly became overcrowded.[SENTMARKER]In the weeks before this lawsuit was filed in the district court for the Eastern District of Kentucky, on April 29, 2005, the jail's population reached a high of 276 prisoners, many of whom were forced to sleep on the floor.[SENTMARKER]Many of the inmates were awaiting transfer to the Kentucky Department of Corrections (KDOC), which was also named as a defendant in the lawsuit.[SENTMARKER]The KDOC addressed overcrowding at the jail by simply reducing the required floor space for each prisoner from 50 to 40 square feet.[SENTMARKER]This lawsuit, filed pursuant to 42 U.S.C. § 1983 by attorney Robert B. Newman of the Cincinnati, Ohio, law firm Newman & Meeks, alleged the overcrowding violated the prisoners' Eighth and Fourteenth Amendment rights.[SENTMARKER]The plaintiffs, the class of inmates at the detention center, sought injunctive relief and nominal damages.","In August 2005, inmates at the Campbell County Detention Center in Newport, Kentucky filed a class action lawsuit in the U.S. District Court for the Eastern District of Kentucky against Campbell County, Campbell County Jailer Greg Buckler, and the Kentucky Department of Corrections.[SENTMARKER]The plaintiffs alleged that the detention center was overcrowded and that such overcrowding caused unconstitutional conditions of confinement to exist at the Detention Center.[SENTMARKER]The parties entered into a consent decree, which was signed by Judge William Ovington on November 30, 2005.[SENTMARKER]According to the decree, the parties agreed to implement a process for and implement a Retrial Conditional Release Program.[SENTMARKER]The decree also stated that the parties would lobby the General Assembly in support of legislation that would provide adequate funding to reimburse county correctional facilities for medical expenses incurred for the medical treatment of convicted felons housed in their facilities.[SENTMARKER]The defendants also agreed to submit a proposed consent decree on or before 11/30/2005.[SENTMARKER]The terms of the consent decree are attached hereto in Appendix 1."
259,"In April 2020, pretrial and post-conviction detainees at Prince George's County Jail filed this class action complaint in the U.S. District Court for the District of Maryland.[SENTMARKER]The plaintiffs alleged that in light of COVID-19, they were being held in conditions that violated their Eighth and Fourteenth Amendment Rights.[SENTMARKER]A subclass of pretrial, medically vulnerable plaintiffs also alleged that they are being held in violation of the Due Process Clause of the Fourteenth Amendment.[SENTMARKER]On May 21, the court granted in part the plaintiff's motion for temporary restraining order.[SENTMARKER]Defendant appealed and were denied a stay pending their appeal.[SENTMARKER]On July 7, the plaintiffs submitted an amended complaint, pointing to the lack of mental health services during an indefinite lockdown.[SENTMARKER]The parties filed a joint motion to stay proceedings on August 27 pending settlement talks.[SENTMARKER]The case is ongoing.","On April 21, 2020, a class action lawsuit was filed in the U.S. District Court for the District of Maryland against the Prince George's County Department of Corrections (PGCDOC) and Mary Lou McDonough, the Director of the PGCDOC.[SENTMARKER]The plaintiffs alleged that the jail's inadequate response to the COVID-19 pandemic violated the Eighth and Fourteenth Amendments of the United States Constitution.[SENTMARKER]Specifically, the plaintiffs sought injunctive relief, including the release of COVID-positive prisoners who had paid bail until the jail deemed them non-contagious.[SENTMARKER]The court granted the plaintiffs' motion for a temporary restraining order, and the parties entered a consent decree.[SENTMARKER]The consent decree required the jail to limit the number of operational entrances and exits to the facility, provide adequate medical monitoring of sick prisoners in isolation, and limit the use of solitary confinement.[SENTMARKER]The parties also agreed to provide access to the New Haven Syringe Services Program (SA-15), a program that provides services and access to care among participants in the New York City Department of Health and Mental Hygiene.[SENTMARKER]The case is closed."
260,"On April 8, 2005, two inmates at the Camden County Jail in New Jersey filed a class action lawsuit against the Sheriff of the jail and Camden County officials in which they alleged that the defendants had violated plaintiffs' constitutional rights by strip searching them at the jail.[SENTMARKER]On March 27, 2006, the District Court (Magistrate Judge Joel B. Rosen) dismissed without prejudice the City of Camden, the Camden City Police Department, and the police chief, and the deputy police chief.[SENTMARKER]On June 9, 2008, Judge Rodriguez approved a settlement and dismissed the case.","On April 8, 2003, a class action lawsuit was filed in the U.S. District Court for the District of New Jersey on behalf of individuals charged with non-indictable or minor offenses in the City of Camden, New Jersey.[SENTMARKER]The plaintiffs alleged that the Camden County Department of Corrections and its corrections officers engaged in the practice of illegally strip searching all individuals who were admitted to the County's correctional facility.[SENTMARKER]The lawsuit alleged that this practice violated the unreasonable search provisions of the United States Constitution.[SENTMARKER]The parties agreed to a settlement in which each class member will be entitled to an equal share of a $7.5 million settlement fund, after payment of administrative costs, incentive awards to the representative plaintiffs, and attorneys' fees.[SENTMARKER]The settlement also addresses the alleged practice of Camden County in unlawfully detaining many members of the settlement class after they posted bail in the city of Camden.[SENTMARKER]The defendants maintain that their current written policy is constitutional."
261,"In March of 2002, the Civil Rights Division of the U.S. Department of Justice, acting pursuant to the Civil Rights of Institutionalized Persons Act (""CRIPA""), 42 U.S.C. § 1997 et seq., commenced an investigation into the conditions of confinement at the Santa Fe County Adult Detention Center in Santa Fe, New Mexico.[SENTMARKER]The DOJ concluded that the conditions and practices at the Detention Center violated the constitutional rights of convicted inmates and pre-trial detainees.[SENTMARKER]On November 11, 2004, the DOJ and Sante Fe County entered into a Memorandum of Agreement, which detailed the agreed reforms and set forth timetables for completion.[SENTMARKER]By its terms, the Agreement was to last for a period of three years, and remedy unconstitutional practices relating to: (1) medical and mental health care; .[SENTMARKER](2) suicide prevention; .[SENTMARKER](3) protection of inmates from harm; .[SENTMARKER](4) fire safety; .[SENTMARKER](5) sanitation; and (6) inmate grievance procedures (including court access).[SENTMARKER]On November 1, 2009, after a two year extension to compel Santa Fe County to meet the benchmarks in the agreement, the DOJ allowed the terms of the agreement to expire.[SENTMARKER]The DOJ is no longer monitoring the county.","On March 20, 2002, the Department of Justice (""DOJ"") filed this lawsuit in the U.S. District Court for the District of New Mexico against the Santa Fe County Adult Detention Center (""SFCADC"" or ""the Detention Center"").[SENTMARKER]The complaint alleged that the detention center violated the Civil Rights of Institutionalized Persons Act (""CRIPA"") by failing to provide a medically appropriate diet for inmates with conditions that require the inmates to receive special diets, inadequate prenatal care for pregnant inmates, and inadequate treatment, housing, and medical supervision for drug and alcohol withdrawal.[SENTMARKER]The parties entered into a settlement agreement (""Agreement""), which was entered into on November 1, 2007, and terminated two years from its effective date.[SENTMARKER]Under the Agreement, the Detention Center was required to provide appropriate treatment and housing for drug withdrawal, provide appropriate care for the identification, treatment, and control of Methicillin-resistant Staphylococcus Aureus (""MRSA""), and provide appropriate discharge planning for pregnant women.[SENTMARKER]The Agreement also required the County to implement timely and appropriate care, including discharge planning, for all inmates.[SENTMARKER]The County was also required to implement a plan to identify, treat and control MRSA, and provide treatment and supervision for the treatment and treatment of the MRSA.[SENTMARKER]The District Court granted the County's motion to dismiss the complaint, and the case was closed.[SENTMARKER]The case is now closed."
