,gold_sents,pegasus_output_sents,oreo_pegasus_output_sents
553,"A deaf woman filed this lawsuit in the state court of Idaho, alleging that her former employer Hollywood Video discriminated against her on the basis of her disability.[SENTMARKER]The case was removed to federal court and ultimately consolidated with an EEOC case in federal court.","On September 21, 2004, the Equal Employment Opportunity Commission filed this suit against Hollywood Entertainment Corporation in the U.S. District Court for the District of Idaho under the Americans with Disabilities Act and the Idaho Human Rights Act. Plaintiff Suzanne Yorgensen alleged that she was discriminated against on the basis of her disability when she was employed as a cashier at Hollywood Entertainment.[SENTMARKER]The complaint alleged that defendant denied her pay raises, failed to promote her while promoting other, non-disabled employees who were less qualified that plaintiff, and failed to provide plaintiff requested reasonable accommodations.[SENTMARKER]The case was dismissed on December 9, 2004 and the case was transferred to the United States District Court.[SENTMARKER]On March 26, 2005, the parties agreed to consolidate the two cases for purposes of trial.[SENTMARKER]The parties entered into a settlement agreement on March 26, 2005.","Plaintiff Suzanne Yorgensen filed this suit in the U.S. District Court for the Eastern District of Idaho on November 2, 2008 against Hollywood Entertainment Corporation, doing business as Hollywood Video, a corporation registered to do business in the state of Idaho.[SENTMARKER]Plaintiff alleges that defendant discriminated against her on the basis of her disability.[SENTMARKER]The suit seeks injunctive relief, liquidated damages, attorney's fees and costs.[SENTMARKER]The parties have agreed to consolidate the cases."
554,"AT&T management employees filed a class-action lawsuit alleging that changes to the company's pension plan violated the ADEA and ERISA.[SENTMARKER]After more than ten years of litigation, the defendants were granted summary judgment on all claims.","This case arises out of disputes over an AT&T Pension Plan (the ""Plan""), which was established in October 1980 as a ""defined benefit plan"" subject to the Employee Retirement Income Security Act of 1974 (""ERISA""), as amended.[SENTMARKER]The District Court granted summary judgment to AT T on all of the plaintiffs's claims.[SENTMARKER]On appeal, the Supreme Court determined that plaintiffs who were no longer plan members were authorized to bring an action under the catchall provision,  502(a)(3), for appropriate equitable relief based on defendants' breach of fiduciary duty.","[ENTITYCHAIN] April 1998 DATE | AT&T ORG | Age Discrimination in Employment Act (ADEA) | Employee Retirement Income Security Act (ERISA)<n>In April 1998, a class action was brought in the U.S. District Court for the Southern District of New York on behalf of former and current management employees who were over age 40.[SENTMARKER]The complaint alleged that changes to the management employees’ pension plan in April 1997 disproportionately harmed older employees in violation of the ADEA, and violated the anti-discrimination and anti-cutback provisions of the ERISA.[SENTMARKER]The district court granted summary judgment to AT T on all of the plaintiffs' claims.[SENTMARKER]On appeal, the plaintiffs argue that the district court misconstrued the law, and that certain of their claims had not been adequately pleaded.[SENTMARKER]The case is closed."
555,"On May 21, 2007, the United States and African American and Hispanic applicants for positions in the New York City Fire Department filed suit in the U.S. District Court for the Eastern District Court of New York, claiming that the test used by the NYFD resulted in disparate impact discrimination against the two groups.[SENTMARKER]The Court bifurcated the case and ordered broad remedial relief, and even after the U.S. Supreme Court decision in Wal-Mart Stores, Inc. v. Dukes, 131 S.Ct.[SENTMARKER]2541 (U.S. 2011), disallowed decertification of the class.[SENTMARKER]On March 18, 2014, the District Court received a letter that the plaintiffs and the City settled as to the disparate treatment dispute.[SENTMARKER]Later, the parties settled the intentional discrimination claims.[SENTMARKER]The settlements awarded $100 million in backpay and required institutional reform.[SENTMARKER]The case is still ongoing as the court monitors the settlement's implementation.","In May 2007, the United States brought suit against the City of New York under Title VII of the 1964 Civil Rights Act, alleging that certain aspects of the City’s policies for selecting entry-level firefighters for the FDNY violated Title VII.[SENTMARKER]The District Court granted summary judgment to the Intervenors on their pattern-or-practice case, finding that white test-takers passed exam 0159 at 2.8 times the rate of minority test-taker.[SENTMARKER]The parties subsequently filed letters stating their views on Wal-Mart’s effect on FDNY hiring practices.[SENTMARKER]On appeal, the City tried to evade Teamsters’ heavy burden by arguing that its offer of proof was sufficient according to Raytheon Co. v. Hernandez, 540 U.S. 44 (2003).[SENTMARKER]The case is now closed.","On May 21, 2007, the U.S. Department of Justice (""DOl"") initiated this action against the New York City Fire Department (""FDNY"") in connection with a test administered in 1979 to over 36,000 applicants for positions in the FDNY Police Department.[SENTMARKER]The complaint alleged that the test violated the Equal Employment Opportunity Act (""EEOC""), the Civil Rights Act of 1964 (""C.R.A.C."")[SENTMARKER]and the Constitution's Fourteenth Amendment right to equal protection under the law.[SENTMARKER]The case was dismissed on the basis of qualified immunity, which exempts public officials from lawsuits that are based on their discretionary decisions.[SENTMARKER]In August 2002, the Vulcans filed an unlawful discrimination complaint with the EEOC and the case was pending litigation relief.[SENTMARKER]On September 10, 2009, after the Court's July 22, 2009, Disparate Impact Opinion, the Government submitted a proposed order requesting injunctive and monetary relief to implement the EEOC's remedies.[SENTMARKER]In March 2014, the parties reached an agreement to settle the case through injunctive relief (see March 18, 2014, Ltr."
556,"On March 12, 2007, the U.S. Department of Justice (DOJ) filed a lawsuit under Title VII in the U.S. District Court for the Southern District of New York against the City of New York.[SENTMARKER]The DOJ sought injunctive and monetary relief, alleging that gender discrimination in hiring and hiring procedures for the position of Bridge Painter.[SENTMARKER]On May 13, 2010, the Court issue a judgment for the plaintiff, finding pattern or practice of discrimination.[SENTMARKER]The defendant was ordered to implement objective hiring criteria and procedures.[SENTMARKER]On September 30, 2010, the Court entered a settlement agreement deciding individual relief, whereas the defendant agreed to pay $1,000,000.00 total to four female individuals.","On June 27, 2007, the U.S. District Court for the Southern District of New York (S.D.N.)[SENTMARKER]granted a request by the Structural Steel and Bridge Painters of Greater New York, Local Union No. 806 (the ""Union""), as well as individual plaintiffs Essini Katanakis, Helen Jackson, Lulia Oliskovicz, and JoAnne Rush (collectively ""Plaintiff-Intervenors""), to intervene in this Title VII discrimination case against the City and the NYC Department of Transport (DOT).[SENTMARKER]On September 3, 2010, the court entered a final judgment in favor of the plaintiffs, finding that the defendants had engaged in a pattern or practice of discrimination on the basis of sex in hiring women for the position of bridge painter.","On March 12, 2007, the United States of America filed this suit against the City of NYC and the New York City Department of Transportation, alleging that the defendants engaged in a pattern or practice of employment discrimination by refusing to hire qualified female applicants for the position of Bridge Painter on the basis of their sex, in violation of Title VII of the Civil Rights Act of 1964 .[SENTMARKER]On May 13, 2010, the Court issued an Opinion and Order (Dkt No. 73), holding that ""the United States established its pattem-or-practice disparate treatment claim"""
557,"On April 15, 2005, a fraternal organization of police officers of Asian or Pacific Islander descent filed a federal lawsuit in the Southern District of New York on the grounds that they were passed over for promotion because of their race.[SENTMARKER]After a jury verdict for the plaintiffs, the Second Circuit on July 10, 2012 remanded for new trial all compensatory damages and equitable relief remedies awarded by the lower court and affirmed the back pay only for conduct that occurred within the requisite time period.[SENTMARKER]The parties reached a settlement agreement in February of 2015.","This is an action to redress the deprivation of rights secured to eleven Asian Americans employed as police officers by the Port Authority Public Safety Department.[SENTMARKER]The plaintiffs alleged that they were passed over for promotions because of their race.[SENTMARKER]They also alleged that the defendants had a pattern or practice of intentionally discriminating against Asian-Americans in making promotions to Sergeant, and that the practices for promotion to Sergeant had a disparate impact on Asian-American officers.[SENTMARKER]The district court granted the defendants' motion to dismiss the case.","The Asian Jade Society of New York and New Jersey, a fraternal organization of Port Authority Police officers of Asian or Pacific Islander descent, sued the Port Authority under Title VII of the Civil Rights Act of 1964, 42 U.S.C.  2000e et seq., alleging that Asian American officers were passed over for promotions because of their race.[SENTMARKER]After a nine-day trial, a unanimous jury found the port authority liable for discrimination against seven of the plaintiffs under all three theories and awarded back pay and compensatory damages to each of those seven plaintiffs.[SENTMARKER]The district court granted equitable relief to certain of the prevailing plaintiffs in the form of retroactive promotions, seniority benefits, and salary and pension adjustments corresponding with the hypothetical promotion dates that the jury apparently selected as a basis for calculating these plaintiffs’ back pay awards.[SENTMARKER]On appeal, the case was remanded to the district court for a new trial solely on damages and for the reconsideration of equitable relief."
558,"In 2006, the Equal Employment Opportunity Commission and complainants, that intervened as plaintiffs, filed this suit against Schott North America, Inc, in the U.S. District Court for the Middle District of Pennsylvania.[SENTMARKER]The complaint alleged sex discrimination in violation of Title VII of the Civil Rights Act of 1964.[SENTMARKER]In 2009, the court approved the parties’ consent decree.[SENTMARKER]The court retained jurisdiction for three years to ensure compliance.[SENTMARKER]This decree required that the defendants provide monetary relief for the claimants, comply with Title VII, provide anti-discrimination training to all its employees, retain records of employment discrimination, and regularly report to the EEOC.[SENTMARKER]In 2012, this case closed.","This case was brought by the EEOC in June 2006 in the United States District Court for the Middle District of Pennsylvania.[SENTMARKER]The complaint alleged that Schott violated Title VII by subjecting female employees and a class of female employees to a discriminatory layoff process which resulted in the loss of their jobs due to their gender.[SENTMARKER]The parties entered into a Consent Decree which provided that, among other things, Schott would not discriminate on the basis of sex and would train all employees at its Duryea, Pennsylvania facility during the duration of this Decree.[SENTMARKER]The consent decree also provided that Schott would provide training to all employees and supervisors in its Human Resources Department regarding conducting a prompt and effective investigation into allegations, complaints, or charges of sex discrimination.[SENTMARKER]As part of the consent decree, Schott agreed to pay monetary relief to each of the female employees who filed the complaint.","On June 22, 2006, the United States Equal Employment Opportunity Commission (the ""EOC"" or the ""Commission""), under Title VII of the Civil Rights Act of 1964, brought this lawsuit in the U.S. District Court in the Middle district of Pennsylvania.[SENTMARKER]The intervenor plaintiffs alleged that due to a discriminatory layoff process, defendant unfairly selected charging parties Arlene Anderson, Carolyn Blockus, Laura Figueroa, Deborah Gdovin, Patricia Pavalonis, Yvonne Prywara and a class of female employees for layoff based on their gender.[SENTMARKER]The complaint alleged that the defendants violated Title VII by failing to make any good faith effort to comply with Title VII.[SENTMARKER]The defendants filed a motion for summary judgment, which was denied by the court.[SENTMARKER]The parties entered into a consent decree on December 13, 2006.[SENTMARKER]The consent decree is effective for a period of three years.[SENTMARKER]The court entered a final judgment in favor of the defendants."
559,"In June 2006, the Equal Employment Opportunity Commission filed this complaint in the U.S. District Court for the Middle District of Tennessee.[SENTMARKER]A month later, the complainant intervened into the case as a plaintiff.[SENTMARKER]Judge T. NIxon was assigned to the case.[SENTMARKER]Plaintiffs alleged sexual and racial harassment in violation of Title VII of the Civil Rights Act of 1964.[SENTMARKER]The complainant, an African American woman, experienced sexual and racial harassment by a fellow co-worker, a white man, at the Whirlpool Corporation.[SENTMARKER]The complainant’s supervisors failed to take action, and the events escalated until the co-worker physically attacked the complainant.[SENTMARKER]In 2009, the court found in favor of the plaintiffs that granted $1,073,261 in monetary relief.[SENTMARKER]And in 2011, the court awarded $210,039 in attorney fees and costs to the plaintiff.","The Equal Employment Opportunity Commission (EEOC) filed this suit in the U.S. District Court for the Middle District of Tennessee on June 6, 2006 against Whirlpool Corporation.[SENTMARKER]The complaint alleged that a former Whirlpool employee was subjected to racial and sexual harassment by a co-worker because of her sex and race, Black, and that her complaints to her supervisors were ignored by the employer.[SENTMARKER]The case was settled on June 10, 2009 with a final judgment in favor of the EEOC.","On June 16, 2008, the Equal Employment Opportunity Commission (EOC) filed this suit against Whirlpool Corporation, a foreign corporation doing business in the State of Tennessee and the City of LaVergne, alleging racial and sexual discrimination in violation of Title VII.[SENTMARKER]The complaint alleged that, from January 2004 to June 2008, Whirlpool discriminated against African-American and white employees by creating a hostile work environment and failing to take reasonable care to end the harassment.[SENTMARKER]The court entered a final judgment in favor of the EOC in June 2008, finding that Whirlpool had violated Title VII by failing to stop the harassment and that it had violated the terms of its contract with the EEOC.[SENTMARKER]The final judgment also required Whirlpool to pay the EEOC attorney's fees and costs."
560,"On December 19, 2018 two US Airmen under pseudonym and OutServe-SLDN, a network of LGBTQ military service-people, filed suit against the U.S. Department of Defense, James Mattis, and Heather Wilson in the U.S. District Court for the Eastern District of Virginia.[SENTMARKER]The Plaintiffs argued that the U.S had violated equal protection under the fifth amendment and the Administrative Procedure Act.[SENTMARKER]The plaintiffs represented by Winston and Strawn LLP, LAMBDA Legal Defense and Education Fund, and Outserve-SLDN (now known as the Modern Military Association of America) sought declaratory and injunctive relief allowing HIV positive service members to continue to serve and damages.[SENTMARKER]The Plaintiffs allege that they were discharged from their duties in the Air Force due to their HIV status.[SENTMARKER]The case was assigned to Judge Leonie M. Brinkema.[SENTMARKER]On January 11, 2019, the plaintiffs filed a motion for a preliminary injunction to  prevent the defendants from restricting Roe and Voe and others similarly situated from being promoted, changing duty station, or re-training on the same terms as other service members living with HIV who are not being separated.[SENTMARKER]A hearing was held before Judge Brinkema on February 15, 2019.[SENTMARKER]The same day, Judge Brinkema issued an opinion granting in part and denying in part the plaintiffs' motion for preliminary injunction.[SENTMARKER]The order enjoined the defendants from separating or dicharging from military service Richard Roe, Victor Voe, and any other similarly situated active-duty member of the Air Force because they are classified as ineligible for worldwide deployment or deployment to the United States Central Command area due to their HIV-positive status.[SENTMARKER]The defendants appealed to the decision on the preliminary injunction to the Fourth Circuit.[SENTMARKER]Oral argument was held on September 18, 2019 before a panel of Fourth Circuit Judges comprised of Judges James A. Wynn Jr, Albert Diaz, and Henry F. Floyd.[SENTMARKER]In January 2020, the Fourth Circuit issued an opinion affirming the district court's decision.[SENTMARKER]In the district court, both parties have filed motions for summary judgment, and oral argument is set for August 4, 2020.[SENTMARKER]The case is ongoing.",[ENTITYCHAIN] December 2019 DATE | Eastern District of Virginia ORG | OutServe-ORG | HIV-positive servicemembers filed suit against the U.S. Air Force and the Department of Defense under the Administrative Procedure Act and the Fifth Amendment's Due Process Clause.[SENTMARKER]The plaintiffs alleged that the Air Force's discharge decisions and the military's deployment policies violated the Equal Protection Clause and the equal protection component of the Fifth amendment's due process clause.[SENTMARKER]The district court granted the plaintiffs' motion for a preliminary injunction in part and denied the Government's motion to dismiss the case.[SENTMARKER]The case is now closed.,"On February 15, 2019, a group of HIV-positive servicemembers filed a lawsuit against the Department of Defense and the Air Force in the United States District Court in the Eastern district of Virginia.[SENTMARKER]The plaintiffs alleged that the defendants' policies and practices violated the Administrative Procedure Act and the equal protection component of the Fifth Amendment's Due Process Clause.[SENTMARKER]The court granted the plaintiffs' motion for a preliminary injunction in part and denied the Government's motion to dismiss.[SENTMARKER]The case is now closed."
561,"The Equal Employment Opportunity Commission brought an anti-discrimination lawsuit against United Airlines.[SENTMARKER]The claim was that United Airlines discriminated against its employees when it denied employees with disabilities a reduced hours schedule as an accommodation.[SENTMARKER]On December 17, 2010, the court approved a consent decree which required United Airlines to consider a reduced-hours schedule as a reasonable accommodation for employees with disabilities and awarded the plaintiff $600,000 in damages.[SENTMARKER]The consent decree was set to terminate three years from date of entry unless the EEOC asked for a continuation.[SENTMARKER]The case is closed, as there are no further activity on this case's docket as of March 2019.","On September 28, 2006, the Equal Employment Opportunity Commission filed this suit in the U.S. District Court for the Western District of Washington against United Air Lines, Inc. (United) alleging that United violated the Americans with Disabilities Act of 1990 (ADA) by refusing to allow disabled employees to continue to work reduced hour 6 schedules as reasonable accommodation.[SENTMARKER]The complaint alleged that United employed reservations sales and service representatives (' RSSRs') who were employed by United as Reservations Sales and Service Representatives ('RSSs').[SENTMARKER]The complaint also alleged that the defendants violated Title VII of the Civil Rights Act of 1964 ('Title VII') and Section 10(b) of the Rehabilitation Act of 1973.[SENTMARKER]The parties entered into a consent decree, which was approved by the court on March 8, 2010.[SENTMARKER]The consent decree requires United to provide reasonable accommodation to its RSSR employees.[SENTMARKER]The decree also provides that United will not have any responsibility to disincentivize or pay any fees or assessments levied by the General Services Administration and the Department of Justice, at its sole discretion.","On October 15, 2007, the Equal Employment Opportunity Commission filed this suit in the U.S. District Court for the District of Washington.[SENTMARKER]The complaint alleged unlawful discrimination based on disability in violation of the Americans with Disabilities Act (ADA) by refusing to allow a disabled employee to continue to work reduced hour 6 schedules as reasonable accommodation.[SENTMARKER]The parties entered into a consent decree on September 20, 2010.[SENTMARKER]The parties agreed that United would pay $600,000 to each of the four individuals named in the complaint.[SENTMARKER]The consent decree terminated three years from the date of entry by the court."
562,"Private citizens sought an exception to the Affordable Care Act mandate requiring employers to provide contraception coverage on that basis that paying for this insurance plan violated their Catholic religious beliefs.[SENTMARKER]On October 16, 2013, the Eastern District of Missouri (Judge Jean C. Hamilton) dismissed the claim for want of standing, but on July 20, 2015, the Eighth Circuit Court of Appeals reversed and remanded for merits decision.[SENTMARKER]Judge Hamilton dismissed all but one of the plaintiff's claims but granted summary judgment in favor of the plaintiff on that claim, enjoining the defendants from requiring the plaintiffs to pay for contraception through their insurance.[SENTMARKER]The government appealed this determination, but following President Trump's May 4, 2017 executive order directing a change in regulations to allow for conscience-based exceptions to the contraceptive-care mandate, the parties agreed to have the case dismissed.[SENTMARKER]The case is now closed.","[ENTITYCHAIN] August 14, 2013 DATE | U.S. District Court Eastern District of Missouri ORG ||| Missouri Department of Health and Human Services (MCHCP)<n>On August 14, 2013, a Christian couple in Missouri filed a lawsuit in the United States District Court for the Eastern District Of Missouri challenging the mandate under the Patient Protection and Affordable Care Act (ACA) and its implementing regulations.[SENTMARKER]The plaintiffs alleged that the mandate violated their sincerely held religious beliefs.[SENTMARKER]The district court dismissed the plaintiffs' complaint for lack of standing.[SENTMARKER]The case was remanded to the district court for further proceedings consistent with this opinion.","In March 2010, the United States Department of Health and Human Services (HHS) signed into law the Patient Protection and Affordable Care Act (PPACA), collectively known as the ""Affordable Care Act"" (ACA).[SENTMARKER]The plaintiffs, upon information and belief, cannot obtain insurance coverage without coverage for contraceptives, sterilization or abortifacients from any source II.[SENTMARKER]The plaintiffs sought declaratory and injunctive relief; specifically, they sought a Court ""order prohibiting Defendants from enforcing the Mandate against [them] insofar as it forces them to provide, fund or participate in the provision of [contraceptives].""[SENTMARKER]The district court dismissed the plaintiffs' complaint for lack of standing.[SENTMARKER]The case was remanded to the district court for further proceedings consistent with this opinion."
563,"On May 17, 2018, the plaintiff, a catholic foster care and social services agency, filed a lawsuit in the U.S. District Court for the Eastern District of Pennsylvania against the City of Philadelphia.[SENTMARKER]The plaintiffs alleged that the City's decision to stop referring foster care discriminated against them for their religious beliefs and violated their contract, constitutional rights, and state law.[SENTMARKER]On June 13, 2018, Judge Petrese B. Tucker denied the plaintiffs motion for a preliminary injunction holding that the City of Philadelphia was entitled to suspend the contract for violations of the City Fair Ordinance which prohibited discrimination on the basis of sexual orientation.[SENTMARKER]The plaintiffs appealed on the same day, and the Third Circuit affirmed the lower court's decision on April 22, 2020.[SENTMARKER]The case is ongoing, and the Supreme Court granted the plaintiff's petition for writ of certiorari on February 24, 2020.","On April 22, 2019, a Catholic social services agency sued the City of Philadelphia for violating its First Amendment rights under the First Amendment’s Free Exercise, Establishment, and Free Speech Clauses, as well as under Pennsylvania’s Religious Freedom Protection Act.[SENTMARKER]The case was referred to the state’s Civil Rights Commission, which concluded that the City had engaged in prohibited discrimination and that neither Phillips’s religious free exercise nor his free speech rights were violated by applying this anti-discrimination law to him.[SENTMARKER]The Third Circuit affirmed the district court’s ruling on April 22, 2019.","On April 22, 2019, a licensed foster care agency filed suit in the U.S. District Court for the Eastern District of Pennsylvania against the city of Philadelphia, alleging discrimination under the First Amendment and the Pennsylvania Religious Freedom Act.[SENTMARKER]The district court denied the agency's motion for preliminary injunctive relief.[SENTMARKER]The Third Circuit affirmed the district court's ruling on May 17, 2019."
564,"Plaintiffs challenged a city ordinance prohibiting residents from living in trailers or homes worth less than $7500.[SENTMARKER]Less than a week after plaintiffs filed their complaint suit, the City changed the ordinance and eliminated the provision at issue.[SENTMARKER]Ultimately the parties settled outside of court for roughly $20,000.","On September 12, 2016, the City of McCrory passed an ordinance prohibiting the placement of mobile homes within the City unless the owners show at their own cost that the trailers have a value of at least $7,500.[SENTMARKER]The plaintiffs filed this suit in the U.S. District Court for the Eastern District of Arkansas.[SENTMARKER]They sought declaratory and injunctive relief, claiming that the City's wealth-based banishment scheme was unconstitutional and violated their constitutional right not to be forcibly expelled from their place of residence.[SENTMARKER]The case was dismissed without prejudice.","On June 16, 2017, two residents of McCrory, Arkansas filed a lawsuit in the U.S. District Court for the Eastern District of Arkansas against the city and its police chief, alleging that the city's new trailer ban violated their constitutional rights.[SENTMARKER]The plaintiffs, David Watlington and Lindsey Hollaway, moved into a mobile home in McCrory in September 2016, and the city passed an ordinance prohibiting the placement of mobile homes within the city unless the owners showed at their own cost that the trailers have a value of at least $7,500.[SENTMARKER]On December 7, 2016, the police chief told Mr. Watlington that the plaintiffs had to leave the county because their home was not compliant with the new ordinance, and that they would be fined $350 to $3,500 per week if they were unable or unwilling to leave.[SENTMARKER]The court granted the plaintiffs' motion for a declaratory judgment, finding that the ordinance violated plaintiffs' constitutional rights by banishing them from the city solely because their mobile home was worth less than $7,500."
565,"In August 2017, the Department of Housing and Urban Development (“HUD”) abruptly announced it would delay, by two years, a rule designed to allow low-income families greater choice in their housing options.[SENTMARKER]The Plaintiffs argued that HUD’s failure to implement the rule violated the Administrative Procedure Act, and they sought a preliminary injunction, which was granted.[SENTMARKER]HUD then agreed to implement the rule and paid the Plaintiffs' attorney's fees.","On August 23, 2017, a group of low-income housing voucher holders and a nonprofit organization filed a lawsuit in the United States District Court for the District of Columbia alleging that the Department of Housing and Urban Development (HUD) violated the Fair Housing Act and the Housing and Community Development Act.[SENTMARKER]The plaintiffs alleged that HUD's two-year delay of implementation of a rule requiring public housing authorities to calculate housing vouchers' values based on local, rather than metropolitanwide, prevailing market rents was arbitrary and capricious.[SENTMARKER]The district court granted the plaintiffs' motion for preliminary injunction, finding that the plaintiffs had shown likely success on the merits as to their claim that HUD lacked authority to delay the rule's implementation.","On August 11, 2017, a group of low-income residents filed a lawsuit in the U.S. District Court for the Northern District of Texas against the Department of Housing and Urban Development (HUD) alleging that HUD's two-year delay of the Small Area FMR Rule's implementation was arbitrary, capricious, or an abuse of discretion, in contravention of the Administrative Procedure Act (APA) and the Fair Market Rents Act (FMR) of 1937.[SENTMARKER]The plaintiffs sought a preliminary injunction, claiming that they would suffer irreparable harm if HUD did not implement the Rule by January 1, 2018 and that the delay was arbitrary and capricious.[SENTMARKER]The court granted the plaintiffs' motion for preliminary injunction and ordered HUD to implement the rule."
566,"This case was brought in Indiana federal court and in Michigan federal court by the United States against the developers, builders, and operators of rental apartment complexes in Indiana, Michigan, Illinois, Ohio, Wisconsin, and Virginia.[SENTMARKER]The plantiff claimed the defendants had designed and built apartments that are not accessible to persons with disabilities.[SENTMARKER]The consent decree that resulted calls for millions of dollars in retrofits to apartments in six different states, and compensatory damages in the amount of $1,060,000.","On January 18, 2001, the United States filed this civil action in the U.N.[SENTMARKER]District District Court for the Northern district of Indiana against Edward Rose Development Co LLC, several affiliate companies, and individual architects and architectural firms.[SENTMARKER]The complaint alleged that the defendants failed to include accessible features required by the Fair Housing Act and the Americans with Disabilities Act in a number of apartment complexes it developed in Indiana, Michigan, Ohio, Wisconsin, Illinois and Virginia.[SENTMARKER]The defendants agreed to pay $1,060,000 to a fund for those who may have been harmed by the lack of accessibility features at the complexes.[SENTMARKER]The consent decree will remain in effect for five years.","On January 18, 2001, the U.S. Attorney's Office for the Northern District of Indiana filed this lawsuit against Edward Rose Sons, Inc., a Michigan-based real estate development company.[SENTMARKER]The complaint alleged that the defendants engaged in a pattern or practice of discrimination against persons with disabilities.[SENTMARKER]The defendants failed to include accessible features required by the Fair Housing Act and the Americans with Disabilities Act in a number of apartment complexes it developed in Indiana, Michigan, Ohio, Wisconsin, Illinois and Virginia.[SENTMARKER]The parties entered a consent decree in which the defendants agreed to pay $1,060,000 to a fund for those who may have been harmed by the lack of accessibility features at the apartment complexes.[SENTMARKER]The consent decree will remain in effect for five years."
567,"On September 28, 2020, the Massachusetts Fair Housing Center and Housing Works, Inc. filed a complaint against the U.S. Department of Housing and Urban Development and the Secretary of HUD in the U.S. District Court for the District of Massachusetts.[SENTMARKER]The plaintiffs sued the defendants under the Administrative Procedure Act, 5 U.S.C. §§ 702-703, alleging that a new HUD rule (“the 2020 Rule”) limiting disparate impact claims under the Fair Housing Act was contrary to law and arbitrary and capricious.[SENTMARKER]The plaintiffs sought to enjoin the defendants from implementing the 2020 Rule until after this case was resolved and filed a motion for a preliminary injunction on October 6, 2020.[SENTMARKER]The court granted the plaintiffs’ motion on October 25, 2020, finding that the plaintiffs were likely to succeed on the merits of their claim that the 2020 Rule was arbitrary and capricious.[SENTMARKER]This case is ongoing.","On September 29, 2020, a group of Massachusetts fair housing organizations filed a lawsuit in the U.S. District Court for the District of Massachusetts against the Department of Housing and Urban Development (HUD) alleging that HUD’s implementation of the Fair Housing Act’s disparate treatment standard (the 2020 Rule) violated the Administrative Procedure Act (APA) and the fair housing law.[SENTMARKER]The plaintiffs sought a declaratory judgment, injunctive relief, and a preliminary injunction.[SENTMARKER]On September 24, 2020, the court granted the plaintiffs' motion for preliminary injunction and stayed the effective date of the 2020 Rule pending the entry of a final judgment on their claims.","On September 28, 2020, a group of Massachusetts residents filed suit in the United States District Court for the district of Massachusetts against the Department of Housing and Urban Development (HUD) seeking a preliminary injunction and stay of the effective date of HUD's implementation of the Fair Housing Act's (FHRA) 2020 Rule.[SENTMARKER]On October 6, 2020, the court granted the plaintiffs' motion for preliminary injunction, finding that the 2020 Rule's massive changes pose a real and imminent threat of harm to the plaintiffs.[SENTMARKER]The plaintiffs also filed a motion for a permanent injunction, which was granted on October 6, 2020."
568,"On August 31, 2006, in the U.S. District Court for the Eastern District of Kentucky, DOJ simultaneously filed a CRIPA complaint against the state and a settlement agreement between the parties, the latter referencing and attaching the strategic action plan obligating the state to implement remedial measures at the Oakwood Developmental Center.[SENTMARKER]The court monitored implementation of the agreement until 2011, when the case was closed.","In August 2006, the United States Department of Justice (DOJ) filed this civil rights lawsuit against the Commonwealth ofKentucky, the state that owns and operates Oakwood, a residential facility for persons with developmental disabilities.[SENTMARKER]The DOJ's complaint alleged that the defendants violated the rights of residents by failing to provide them with adequate care and services.[SENTMARKER]The complaint alleged violations of the Fourteenth Amendment and the Americans with Disabilities Act.[SENTMARKER]The case was closed on September 13, 2006.","On November 7, 2002, the U.S. Department of Justice (DOJ) conducted an investigation into conditions of confinement at Oakwood, a state-operated psychiatric facility in the Commonwealth of Kentucky.[SENTMARKER]According to the DOJ's findings, the facility failed to provide adequate behavior support plans for its residents, even though many of them had a history of high-risk behavioral problems.[SENTMARKER]The DOJ conducted an initial on-site review of the conditions at Oakwood on November 5-9, 2001, with attention to the care and treatment of persons admitted to the facilities.[SENTMARKER]The investigation included reviews of facility records and interviews with administrators, statT and residents.[SENTMARKER]As a result of its investigation, the DOJ made findings, including the following: Assess outcomes.[SENTMARKER]Ensure that the comprehensive mortality review includes review and discussion of all supporting documentation.[SENTMARKER]Conduct external independent review of mortality findings."
