,gold_sents,pegasus_output_sents,oreo_pegasus_output_sents
516,"On January 21, 2009, the ACLU filed a lawsuit under 42 U.S.C. Section 1983 against the Federal Bureau of Prisons in the U.S. District Court for the Southern District of Indiana.[SENTMARKER]The complaint challenged the creation of Communication Management Units (CMUs) in the federal prisons.[SENTMARKER]On July 28, 2010, plaintiff filed a motion to dismiss.[SENTMARKER]This case was dismissed on July 29, 2010 without prejudice in the Southern District of Indiana.","In September 2008, a prisoner at the federal prison in Terre Haute, Indiana, filed a civil rights suit against the U.S. Bureau of Prisons (BOP) alleging violations of the Constitution and the Administrative Procedure Act (APA) by the BOP.[SENTMARKER]In August 2009, the court granted the defendant's motion to dismiss, finding that the plaintiff had failed to show that the defendant had violated the Constitution or the APA.[SENTMARKER]On August 2010, the defendant filed a motion for summary judgment, which was denied by the court.","In January 2009, a prisoner at the federal prison in Terre Haute, Indiana, filed a lawsuit in the U.S. District Court for the Southern district of Indiana, alleging that the federal government violated the Americans with Disabilities Act (ADA) by restricting him from contact with the outside world.[SENTMARKER]The prisoner was found not guilty of providing support to the Taliban in 2004, but the government obtained an order summoning him to testify before a grand jury, and the case was not over.[SENTMARKER]On January 21, 2009, the court granted the defendants' motion for summary judgment, finding that the defendants had violated the ADA by restricting the prisoner's ability to communicate."
517,"In 2019, a group of current and former prisoners filed a complaint against the Maryland Department of Public Safety and Correctional Services for violating their rights under the Americans with Disabilities Act, the Rehabilitation Act, the Eighth and Fourteenth Amendments, and Maryland State Law.[SENTMARKER]A similar case was consolidated with this one in January 2020, and a motion to dismiss the complaint is pending in federal court.","On April 27, 2016, a wheelchair-bound prisoner in the custody of the Department of public safety and correctional services (DPSCS) filed a lawsuit against the DPSCS, alleging that the defendants failed to maintain wheelchair-accessible facilities and denied him timely medical care, follow up treatment, and medical supplies.[SENTMARKER]The case was dismissed on October 23, 2019.[SENTMARKER]The plaintiff appealed this decision to the United States Court of Appeals for the Fourth Circuit.","In January 2020, a group of disabled inmates filed suit in the U.S. District Court for the District of Maryland against the Maryland Department of public safety and correctional services (DPSC) alleging that the defendants violated their Fourteenth and Eighth Amendments rights to due process of law and access to the courts.[SENTMARKER]The DPSC filed a motion to dismiss the suit, and the court granted the motion on January 20, 2020.[SENTMARKER]The plaintiffs' complaint contained no plausible claims against the individual defendants for violating the plaintiffs' constitutional rights."
518,"A group of prisoners at a North Carolina private prison sued the prison company and the Federal Bureau of Prisons for deliberate indifference to their medical and mental health needs.[SENTMARKER]After lengthy procedural maneuvering involving a change of venue from D.C. to North Carolina and failed attempts at class certification, the last remaining named plaintiff was transferred and the court dismissed the case.","In June 2008, a prisoner and his attorney filed this lawsuit in the U.N.[SENTMARKER]District Court for the Eastern District Of North Carolina.[SENTMARKER]The prisoner alleged that the defendant, GEO Group, Inc., violated his Eighth Amendment rights by failing to provide him and other prisoners with physical disabilities with reasonable medical care and treatment.[SENTMARKER]The case was transferred out of the court's jurisdiction to the United States Department of Justice.[SENTMARKER]In July 2009, the court granted the defendants' motion for summary judgment, finding that they had not violated the prisoner's rights.","In September 2008, a prisoner at the Rivers facility filed a class-action lawsuit against GEO Group, a private prison operator, and the federal Bureau of Prisons (BOP) alleging that the defendants failed to provide adequate medical, dental, and mental health care to prisoners.[SENTMARKER]The plaintiffs sought monetary damages, including punitive damages and attorneys' fees.[SENTMARKER]The defendants filed a motion to dismiss for lack of personal jurisdiction and to transfer the case to the Eastern District.[SENTMARKER]The court denied the BOP defendants' motion for reconsideration and granted their motion to stay.[SENTMARKER]The case is ongoing."
519,"On October 23, 2009, an individual plaintiff filed a lawsuit in the U.S. District Court of the District of New Jersey under 42 U.S.C. § 1983 against the Hackensack Police Department, Hackensack Municipal Court, Bergen County Jail in the City of Hackensack, Bergen County Municipal Court, and Bergen County Prosecutor.[SENTMARKER]The plaintiff, bringing suit pro se, sought compensatory and punitive damages plus special damages for future legal fees.[SENTMARKER]The plaintiff specifically claimed that the defendants violated his Second and Fourteenth Amendment rights by attempting to break in and enter his home, threatening to imprison him, fabricating stories to have him incarcerated, and asserting false criminal charges, which led to plaintiff spending three months and five days in county jail.[SENTMARKER]The district court denied the defendant’s and plaintiff’s motions for summary judgment.[SENTMARKER]In Dec.[SENTMARKER]2014, the Third Circuit affirmed the district court’s decision to deny summary judgment.[SENTMARKER]Settlement discussions have since been unsuccessful and the case is ongoing in the district court, pending trial once public health conditions allow.","On April 30, 2010, a resident of a psychiatric facility in Newark, New Jersey filed a lawsuit against the facility's owner, the owner of the facility, and the owner's son, alleging that the defendants had conspired to maliciously prosecute the resident.[SENTMARKER]The complaint alleged that the defendant, Thomas Aiellos, and his son, John D.[SENTMARKER]D., were responsible for the criminal prosecution of the resident, Donnell Prince.[SENTMARKER]On June 30, 2010, the court granted the defendants' motion to dismiss the complaint.[SENTMARKER]On July 12, 2010, the Court granted Plaintiff's request for leave to file a Second Amended Complaint.[SENTMARKER]The Second amended complaint was filed on the Court's docket in August 2010.[SENTMARKER]The Court dismissed, with prejudice, all motions to dismiss with prejudice as to all Defendants with the exception of Defendant Janice Behnke.[SENTMARKER]The parties filed cross-motions for summary judgment, which the District Court denied.","On October 23, 2009, a Hackensack resident filed a suit in the U.S. District Court for the District of New Jersey against the city of Hackensack, the Bergen County Prosecutor's Office, the Superior Court, the Municipal Division, the Hackensack Municipal Court, and the Hackensack Police Department.[SENTMARKER]Plaintiff alleged that on May 25, 2005, he was falsely arrested and charged by Hackensack Police Officer Thomas Aiellos with several ""fictitious"" crimes.[SENTMARKER]The criminal charges against plaintiff were dismissed with prejudice on October 25, 2007.[SENTMARKER]On October 27, 2010, plaintiff filed a third amended complaint naming approximately twenty-eight defendants.[SENTMARKER]On December 17, 2007, over two years after plaintiff’s assistance was terminated, plaintiff claims that he and his legal services attorney sent letters to the HABC requesting a hearing, but received no response.[SENTMARKER]The parties filed cross-motions for summary judgment, which the District Court denied.[SENTMARKER]On October 25, 2007, the district court granted the defendants' motion to dismiss with prejudice."
520,"A deaf prison inmate who primarily communicates in American Sign Language filed a lawsuit under the Americans with Disabilities Act against the Oregon Department of Corrections, claiming they failed to communicate with him for over 14 years.[SENTMARKER]The lawsuit claimed that, instead of providing interpreters, the prison made him train other inmates as his interpreters and they were not qualified to help him and were also privy to confidential information.[SENTMARKER]In May 2016, the Court granted partial summary judgment for the defendant.[SENTMARKER]Following a jury trial on the remaining claims, the Court dismissed the plaintiff's ADA claim for failure to exhaust administrative remedies under the PLRA.[SENTMARKER]The jury awarded the plaintiff $400,000 in noneconomic damages.[SENTMARKER]The Court awarded the plaintiff $683,873.13 in attorneys' fees, $18,155.19 in costs, and $3,924.79 in litigation expenses.[SENTMARKER]Although both parties appealed the decision to the Ninth Circuit, they agreed to voluntarily dismiss their appeals in September 2017.[SENTMARKER]The case is now closed.","On January 22, 2014, an inmate at Oregon's State Correctional Institution (SCI) filed this lawsuit in the U.S. District Court for the District of Oregon against the state.[SENTMARKER]The inmate alleged that the state violated his civil rights by failing to provide him with an interpreter of any kind and failing to engage in effective communication with him during the intake interviews or new inmate orientation at SCI.[SENTMARKER]He also alleged that his safety was placed at risk by having to use the inmate interpreters for confidential settings.[SENTMARKER]The court granted the inmate's motion for summary judgment and ordered the state to pay $460,000.","On April 7, 2014, a deaf inmate filed a disability discrimination suit against the Oregon Department Of Corrections (ODOC) in the United States District Court for the District of Oregon.[SENTMARKER]The complaint alleged that the ODOC violated the Americans With Disabilities Act (ADA) by failing to provide effective communication during intake interviews and new inmate orientations, educational classes and training, other classes and programs offered, and in confidential settings such as medical, dental, religious services and counseling meetings.[SENTMARKER]The case was dismissed before the jury trial for failure to exhaust administrative remedies.[SENTMARKER]The plaintiff appealed the denial of his appeal, and the case was assigned to the Ninth Circuit Court of Appeals for further proceedings.[SENTMARKER]The appeal was unsuccessful.[SENTMARKER]The court granted the defendant's motion for summary judgment and dismissed the case."
521,"On November 10, 2011, the plaintiff--an Oregon Department of Corrections inmate-- filed this lawsuit under 42 U.S.C. § 1983, in U.S. District Court for the District of Oregon.[SENTMARKER]The plaintiff alleged that the Oregon Department of Corrections violated his First Amendment free speech rights, his Fourteenth Amendment Due Process rights, and his Eighth Amendment right to be free of cruel and unusual punishment, when they rejected a return a letter written to another ODOC inmate because the envelope had a drawing on it.[SENTMARKER]On May 14, 2015, the District Court enjoined the challenged prison policy.",[ENTITYCHAIN] January 2011 | Oregon Department of Corrections ||| New Mexico Corrections Department ||| January 2015 | U.S. District Court | District of Oregon ||| First Amendment ||| February 2015 ||||||| January 2014 ||| November 2013 ||| March 2015 |,"In January 2011, a New Mexico inmate sent a letter to his cousin, an inmate at the Oregon state prison, which was rejected because of a picture he had drawn on the outside of the envelope.[SENTMARKER]Because of the picture, the letter was returned to plaintiff.[SENTMARKER]Plaintiff, however, alleges that the rejection of his letter violated his First Amendment right to free speech and his Fourteenth Amendment due process rights."
522,"The Disability Rights Network (DRN), a Pennsylvania non-profit, filed this Eighth Amendment suit against the Pennsylvania Department of Corrections (PDOC) for the PDOC's use of solitary confinement with severely mentally ill prisoners.[SENTMARKER]On January 5, 2015, the parties executed a settlement agreement for dismissal of the matter, in which the PDOC agreed to implement certain improvements and to pay $750,000 to DRN.[SENTMARKER]In particular, the PDOC will evaluate all incoming prisoners for serious mental illness, and will place prisoners with serious mental illness in solitary confinement only in ""exceptional"" circumstances; even then, a prisoner with serious mental illness can be kept in solitary confinement for no longer than 30 days and must be allowed out of their cells for 20 hours per week.[SENTMARKER]The settlement also provided for a monitor to report on compliance, and will remain in effect for 3 years (less if the defendant demonstrates substantial compliance for a period of 18 months).[SENTMARKER]There has been no activity on the docket since May 2015 and the case is presumably closed since the three year time period set in the agreement has lapsed.","In January 2015, a disability rights group filed a lawsuit against the Pennsylvania Department of Corrections (DOC) alleging that the DOC's treatment of prisoners with mental illness violated their rights under the Eighth Amendment to the United States Constitution.[SENTMARKER]The complaint alleged that prisoners in the state's Restricted Housing Units (RHUs) are confined under horrific conditions, through an unconstitutional process that takes no account of—and exacerbates—their mental illness.[SENTMARKER]The parties reached a settlement in January 2015 and the case was dismissed without prejudice.","On January 5, 2015, a group of prisoners with mental illness filed a class action lawsuit in the United States District Court for the Middle District Of Pennsylvania on behalf of three inmates with serious mental illness in solitary confinement.[SENTMARKER]The plaintiffs alleged that solitary confinement in the prison's solitary confinement unit (RHU) violated their constitutional rights.[SENTMARKER]The court granted the plaintiffs' motion for summary judgment, and the parties entered into a settlement agreement.[SENTMARKER]The parties agreed that the court would dismiss the case within twenty days of the execution of the agreement.[SENTMARKER]According to the settlement agreement, the plaintiffs would be placed in a therapeutic setting where psychosocial rehabilitation would be provided."
523,"Incarcerated prisoners, Prison Radio, Human Rights Coalition, a network of educators, and Prison Legal News, filed these two consolidated lawsuits in the Middle District of Pennsylvania under 42 U.S.C.§ 1983 and Pennsylvania state law.[SENTMARKER]The plaintiffs claimed that the Penn.[SENTMARKER]Revictimization Relief Act--which banned certain public speeches by those convicted of crimes--violated their free speech rights.[SENTMARKER]The District Court agreed, striking down the law on April 2015.[SENTMARKER]Defendants elected not to appeal the judgment.[SENTMARKER]Since July 2015, there has been no activity on the docket and the case is presumably closed.","On January 5, 2015, a group of individuals and organizations sued the state of Pennsylvania for violating the First Amendment rights of individuals convicted of personal injury crimes by denying them the right to publish their own opinions in publications.[SENTMARKER]The plaintiffs were represented by Pepper Hamilton LLP and the Pennsylvania Prison Society.[SENTMARKER]The case was assigned to Chief Judge Christopher C. Conner of the United States District Court for the district of Pennsylvania.[SENTMARKER]On March 6, 2015, the court granted the defendants' motion for summary judgment.","In December 2012, a group of prisoners filed this lawsuit against the State of Pennsylvania for violating the First Amendment rights of prisoners by prohibiting them from giving a public speech or publishing a poem, book, or article about any topic whatsoever.[SENTMARKER]The plaintiffs sought injunctive relief, attorney's fees, and permanent injunctions.[SENTMARKER]The court granted the plaintiffs' motion for summary judgment, and the case is now closed."
524,"In 2013, a prisoner in Pennsylvania state prison filed this suit in the U.S. District Court for the Western District of Pennsylvania.[SENTMARKER]The plaintiff alleged that his 22 years of solitary confinement violated the Eighth Amendment as well as his Fourteenth Amendment right to due process.[SENTMARKER]In 2016, the parties concluded successful mediation as a result of systemic changes to Pennsylvania's policies concerning solitary confinement and the case was dismissed.","On April 14, 2016, a prisoner in Pennsylvania's prisons filed a lawsuit in the United States District Court for the Western district of Pennsylvania alleging that he was deprived of his constitutional rights under the Eighth Amendment by being held in solitary confinement.[SENTMARKER]The case was brought under the Civil Rights of Institutionalized Persons Act (CRIPA), which prohibits a pattern or practice of deprivation of constitutional rights of individuals confined to state or local government-run correctional facilities.[SENTMARKER]The Justice Department announced in April 2016 that it had closed its investigation into the use of solitary confinement on prisoners with serious mental illness and intellectual disabilities after finding significant improvements in the policies and practices intended to protect prisoners from the harmful effects of the confinement.","On February 5, 2015, a prisoner at the Pennsylvania State Correctional Institution at Mahanoy filed a lawsuit in the U.N.[SENTMARKER]district court for the Western district of Pennsylvania alleging that he was deprived of his Eighth Amendment rights under the Due Process Clause of the Fourteenth Amendment by being placed in solitary confinement for prolonged periods of time.[SENTMARKER]According to the plaintiff, his prolonged solitary confinement deprived him of social interaction, environmental stimulation, and mental health.[SENTMARKER]The plaintiff's complaint alleged that the defendants failed to follow the established procedures in such a way that under his specific circumstances amounts to a violation of his due process right to procedural due process.[SENTMARKER]The court granted the defendants' motion for summary judgment, finding that the policies and procedures that control the placement of inmates in administrative segregation in Pennsylvania state prisons were sufficient to satisfy minimal due process requirements.[SENTMARKER]The parties are awaiting a final judgment on the case."
525,"On February 3, 2010, a group of 11 individuals held in Virginia prisons filed a class action lawsuit against the Virginia Parole Board for denying parole requests because of the nature and circumstances of the crimes they had been convicted of committing.[SENTMARKER]The district court dismissed the case with prejudice, and the Fourth Circuit affirmed.","On March 21, 2012, a class action was brought against the Virginia parole board.[SENTMARKER]The plaintiffs alleged that the Board's policies and procedures with respect to discretionary parole violated their constitutional rights under the Due Process Clause and the Ex Post Facto Clause of the United States Constitution.[SENTMARKER]The district court dismissed the case.[SENTMARKER]On July 9, 2012, the district court granted the Board’s motion to dismiss the complaint.","In 2002, the Virginia parole board changed its rules to reduce the frequency with which inmates' families and representatives may schedule meetings with a member of the Board to no more than once every two years.[SENTMARKER]In contrast, the Board diligently endeavors to contact the victim prior to any decision to grant parole, and to permit the victim to present oral or written testimony to the Board Va.[SENTMARKER]The Board's written policy is to grant a geriatric release only for ""compelling reasons.""[SENTMARKER]The Board has granted only seven geriatric release petitions since the geriatric release statute took effect in 1995.[SENTMARKER]The district court granted Appellees’ motion to dismiss the complaint, and the Inmates filed this timely appeal.[SENTMARKER]Because we agree that the complaint fails to set forth sufficient facts to establish a plausible entitlement to relief under either a due process or ex post facto theory, we affirm."
526,"In 2015, the plaintiff filed this in the U.S. District Court of Vermont alleging disability-based discrimination while incarcerated.[SENTMARKER]The plaintiff sought declaratory, injunctive, compensatory, and punitive relief and the judge dismissed the matter after the parties reached a full settlement.","On June 6, 2016, a resident of the State of Vermont filed a lawsuit in the United States District Court for the district of Vermont alleging that the State was violating the Americans with Disabilities Act (ADA) and the Vermont Fair Housing and Public Accommodations Act (Fair Housing Act) by denying him the equal benefit of community-based services, facilities, goods, privileges, advantages, benefits, and accommodations in violation of the ADA and the Fair Housing Act.[SENTMARKER]The case was settled on June 6, 2016.[SENTMARKER]The parties entered a settlement agreement in which the State agreed to implement corrective measures to ensure that Plaintiff would be placed in the most integrated setting reasonable as set forth in the settlement agreement.[SENTMARKER]The parties also agreed to pay Plaintiff's attorney's fees and costs.","On October 15, 2015, a prisoner with disabilities filed this class action lawsuit in the United States District Court for the district of Vermont against the State of Vermont and its agencies.[SENTMARKER]The plaintiff alleged that the defendants violated his rights under the Americans with Disabilities Act and the Rehabilitation Act by failing to place him in the least restrictive, most integrated, and most clinically appropriate setting.[SENTMARKER]The court granted the plaintiff's motion for summary judgment, granted his motion for preliminary and permanent injunctions, and granted his attorney's fees and costs.[SENTMARKER]The case was closed on June 7, 2016."
527,"In 2016, current and former public housing residents filed this class action in the U.S. District Court for the Southern District of Illinois.[SENTMARKER]The plaintiffs alleged rampant discrimination on the basis of race and family status, rent overcharges, and a failure to maintain rental units.[SENTMARKER]After participating in settlement conferences, the plaintiffs agreed to dismiss the case with prejudice and without costs in July 2017.[SENTMARKER]The case is now closed.","On August 22, 2014, a group of current and former residents of the Alexander County housing authority filed a lawsuit against the housing authority for violating the Fair Housing Act and the Illinois Civil Rights Act.[SENTMARKER]The plaintiffs alleged that ACHA and its agents have discriminated against residents of its McBride and Elmwood family housing developments based on their race and familial status.[SENTMARKER]ACHA also overcharged its residents for rent, in violation of the Brooke Amendment to the U. S.[SENTMARKER]Housing Act, 42 U.C.[SENTMARKER]1437a, in many instances collecting $100-$200 per month in excess of the limit permitted by federal law.[SENTMARKER]In failing to maintain the apartments in a decent, safe, and sanitary condition, ACHA demonstrated a conscious disregard for the plaintiffs' welfare.[SENTMARKER]The case was settled in August 2014 with a final judgment that enjoined ACHA from continuing to discriminate based on race and directed ACHA to implement affirmative steps necessary to prevent similar occurrences in the future.","On July 27, 2017, the represented plaintiffs filed a stipulation of dismissal with prejudice and without costs, each party to bear its own attorneys' fees.[SENTMARKER]The plaintiffs alleged that the Housing Authority had violated the Fair Housing Act by perpetrating racial segregation on the basis of race and family status.[SENTMARKER]The case was settled on July 27, 2017."
528,"The NAACP and individual people sued the city of San Jose and political officials for policing tactics that allegedly deprived them of their First, Fourth, and Fourteenth Amendment rights.[SENTMARKER]The plaintiffs, protesting systemic racism in policing, alleged that the police used excessive force in a racially motivated manner to end the protests.","On March 11, 2021, the San Jose peace and justice center and the NAACP filed this federal class action lawsuit in the United States District Court for the District of Northern California.[SENTMARKER]The plaintiffs alleged that on May 25, 2020, Minneapolis police officers killed George Floyd, a 46-year-old 17 Black resident.[SENTMARKER]On June 30, 2020, San Jose police officers used chemical weapons, impact munitions and explosive flash-bang grenades and stinger grenades against protesters participating in demonstrations against racist police violence in San Jose.[SENTMARKER]On May 31, 2020, the plaintiffs were arrested by the police for violating the city's curfew.","[ENTITYCHAIN] May 29, 2020 | San José | City of San Jose | San Jose Police | Federal District Court | U.S. District Court for the Northern District of California ||| May 30, and May 31, 2020 ||| June 2 and 5 ||||| May 29, 2020.<n>On May 29, 2020, the San Jose NAACP filed a class action lawsuit in the United States district court for the northern district of California against the San José Police Department.[SENTMARKER]The plaintiffs alleged that the defendants violated their First Amendment rights when they used excessive force to disperse a peaceful protest in San Jose on May 30, 2020.[SENTMARKER]The plaintiffs also alleged that they were targeted by the police for wrongful arrest.[SENTMARKER]The case was settled on June 2, 2020."
529,"This is a lawsuit brought by several black activist groups, legal organizations, and news media outlets, against the heads of various federal agencies, including the DHS, ICE, Federal Protective Services, and the DOJ.[SENTMARKER]They argued that the deployment to Chicago of these federal agencies by President Trump during the protests that ensued after the police killing of George Floyd were unlawful and unconstitutional.[SENTMARKER]They argued that the defendants violated the First, Fourth, and Tenth Amendments by using these agents, and that they were in conspiracy to deprive Chicago residents of their rights.[SENTMARKER]When Joe Biden replaced Donald Trump as President, the change in administration mooted the case.[SENTMARKER]It was voluntarily dismissed by the plaintiffs in January 2021.","On July 23, 2020, the Portland City Council held a peaceful protest in response to President Trump's recent executive order.[SENTMARKER]The plaintiffs filed a lawsuit in the Northern District Court of Illinois, alleging that the Portland Police Department violated their First Amendment rights by detaining and arresting them in violation of the First Amendment.[SENTMARKER]The case was dismissed on July 3.[SENTMARKER]The plaintiff's motion for a temporary restraining order was denied.","[ENTITYCHAIN] October 2, 2017 | City of Portland | U.S. Department of Homeland Security | Federal Protective Services | Western States Center ||| Portland ||| The Secret Police Terrorize Portland 64.[SENTMARKER]The plaintiffs alleged that federal law enforcement in Portland violated the First, Fourth, and Tenth Amendments.[SENTMARKER]They alleged unlawful police tactics against protesters, journalists, and legal observers based on their viewpoint, including unlawfully arresting them without probable cause, conducting unlawful domestic surveillance against them, and trying to silence and interfere with protesters through intimidation and force.[SENTMARKER]The court granted the defendants' motion to dismiss, finding that the plaintiffs failed to state a claim.[SENTMARKER]The case is now closed."
530,"Individuals issued summonses by the NYPD without probable cause brought a class action suit against the City of New York.[SENTMARKER]They alleged that the NYPD's 'quota' policy is linked to officer promotion and demotion, and as a result, leads to commanding officers ordering police officers to arrest and issue summonses to individuals without probable cause, in contravention of the federal and state constitutions.[SENTMARKER]Judge Sweet, in the U.S. District Court for the Southern District of New York, granted the case class action status in April 2012.[SENTMARKER]On January 24, 2017, Judge Sweet preliminary approved the parties' settlement agreement, in which the parties agreed to settlement benefits of up to seventy-five million dollars.[SENTMARKER]On April 18, 2017, the court granted final approval.[SENTMARKER]The case is ongoing for compliance purposes.","On January 1, 2012, a class action was brought in the United States District Court for the Southern District Of New York on behalf of New Yorkers who were issued summonses that were later dismissed upon a judicial finding of facial insuff iency and who were ticketed without probable cause.[SENTMARKER]The plaintiffs alleged that the defendants engaged in the unlawful enforcement of a statute, which had been declared unconstitutional on First Amendment grounds, prohibiting loitering with the purpose of begging.[SENTMARKER]The district court certified the class, and the defendants appealed the district court's decision to certify a citywide plaintiff ass.[SENTMARKER]The parties reached a settlement agreement in August 2015 and the parties have engaged in three separate mediations spanning a period of one year.[SENTMARKER]The settlement agreement is subject to approval by the court.","On May 24, 2017, a class-action lawsuit was filed in the U.S. District Court for the Southern District of the New York.[SENTMARKER]The plaintiffs alleged that the city and the NYPD had violated the Fourth Amendment by issuing summonses to individuals without probable cause in response to a requirement and constant pressure to meet a summons quota.[SENTMARKER]On January 1, 2012, the court granted preliminary approval of the proposed settlement.[SENTMARKER]On March 31, 2014, the parties entered into a final settlement agreement, which was approved by the court on May 24, 2018.[SENTMARKER]The settlement is subject to court approval."
531,"On August 28, 1997, the U.S. Department of Justice filed a complaint against the City of Steubenville pursuant to 42 U.S.C. §14141 in the U.S. District Court for the Southern District of Ohio to remedy an alleged pattern or practice of unconstitutional misconduct by officers of the Steubenville Police Department.[SENTMARKER]The parties entered into consent decree contemporaneously with filing the complaint.[SENTMARKER]Monitoring and reporting continued into 2005, when the parties filed and the court granted a joint motion for termination.","In September 1997, the United States filed this lawsuit in the Southern district of Ohio.[SENTMARKER]The complaint alleged racial discrimination in the use of law enforcement by the defendants.[SENTMARKER]The parties entered into a consent decree in September 1997.[SENTMARKER]The decree required the defendants to comply with the terms of the consent decree, including training on racial and ethnic discrimination in law enforcement.[SENTMARKER]The defendants removed the case to this court claiming that the relief sought by the Plaintiff was in direct contradiction to the provisions of the Consent Decree entered by this Court in 1997.[SENTMARKER]The Court granted the defendants' Motion to Consolidate and denied the Plaintiff's Motion to Remand.[SENTMARKER]The case is now closed.","On September 3, 1997, the United States filed a civil rights suit in the District Court of the Southern district of Ohio, alleging that the City and the Police Department engaged in a pattern or practice of violating the civil rights of African-Americans and minorities in the City.[SENTMARKER]The parties entered into a consent decree, which was approved by the Court in September 1997.[SENTMARKER]The FOP challenged portions of the decree and sought to intervene in the action as a third-party plaintiff.[SENTMARKER]The case was appealed and the Court of Appeals granted the FOP's motion for partial summary judgment."
532,"In July 2008, the plaintiffs sued the City of Tenaha under the Fourth Amendment (unreasonable search and seizure) and the Fourteenth Amendment (equal protection).[SENTMARKER]They claimed that law enforcement officials in and around the City of Tenaha have developed an illegal practice of targeting, stopping, detaining, searching, and often seizing property from people who appeared to be non-white or who were traveling with non-white passengers.[SENTMARKER]The plaintiffs claimed that they had been victims of such stops and seizures of amounts up to $50,000, as well as false prosecution or detention.[SENTMARKER]The parties reached a preliminary settlement in August 2012.[SENTMARKER]Their proposed consent decree included: video and audio recordings of all stops; written documentation with details of the stop; no more dog searches in routine traffic stops; written and oral consent for a search; all asset forfeiture revenue must be donated to nonprofits or used for audio/video equipment or training; and use of an impartial monitor.[SENTMARKER]The court approved the consent decree, which it later extended to early 2021 after the plaintiffs alleged noncompliance by the City.","On August 8, 2013, the African American plaintiffs in this case filed a lawsuit against the City of Tenaha and the Shelby County Sheriff's Office alleging that the defendants violated the plaintiffs' civil rights by conducting traffic stops and searches that resulted in the arrest and detention of African Americans.[SENTMARKER]The plaintiffs sought an injunction requiring the defendants to provide them with ""mutually affordable health care.""[SENTMARKER]The parties reached a settlement that was approved by the Court on August 8, 2013.[SENTMARKER]The parties' dispute over attorneys' fees was resolved as a result of a mediator's proposal that was accepted by the parties.[SENTMARKER]On December 13, 2018, the parties filed a Proposed Settlement Agreement on Additional Duration of Consent Decree.[SENTMARKER]The parties agreed to extend the duration of the original Consent Decree for four years.[SENTMARKER]The Court may extend or shorten the four-year period.","In August 2012, a class action lawsuit was filed in the United States District Court for the Northern District of Texas on behalf of African-American citizens who were stopped and searched by local law enforcement officials in Tenaha, Shelby County, Texas.[SENTMARKER]The plaintiffs alleged that they were targeted for pretextual highway stops so that searches could be requested.[SENTMARKER]The defendants denied these allegations and agreed to a consent decree.[SENTMARKER]The consent decree is not an admission of wrongdoing or an indication that any law was violated."
533,"In 2021, the ACLU and private counsel brought this lawsuit in the U.S. District Court for the Northern District of California in response to President Trump’s June 11, 2020 Executive Order authorizing economic sanctions against individuals who assist the International Criminal Court in investigating or prosecuting war crimes.[SENTMARKER]The plaintiffs sued under the International Emergency Economic Powers Act and §706 of the Administrative Procedure Act. They sought declaratory relief and an injunction that would prevent the Trump Administration from implementing or enforcing the Executive Order.[SENTMARKER]The case is ongoing.","On January 15, 2021, a group of international human rights lawyers filed this lawsuit in the United States District Court for the Northern District of California against the Departments of State, Treasury, and OFAC.[SENTMARKER]The plaintiffs alleged that the defendants violated their First Amendment rights by imposing sanctions on the Office of the Prosecutor of the ICC and the Director of the OTP's Jurisdiction, Complementary, and Cooperation 15 Division.[SENTMARKER]The complaint alleged that these sanctions violated the First Amendment by prohibiting the plaintiffs from engaging in constitutionally protected speech under threat of civil and criminal 18 penalties under the International Emergency Economic Powers Act (IEEPA) and the Executive Order, Designations, and Regulations.[SENTMARKER]The case was assigned to Judge Charles R. Breyer.","In June 2020, the American Civil Liberties Union (ACLU) filed this suit in the United States District Court for the District of Northern California against President Donald Trump and the Office of the Prosecutor of International Economic Powers (OIEEPA).[SENTMARKER]The ACLU alleged that President Trump issued an Executive Order in June 2020 purportedly acting under authority of IEEPA.[SENTMARKER]The Executive Order purported to prohibit the ICC from investigating, detaining, or prosecuting any United States personnel without the consent of the US, or of 17 personnel of countries that are United States allies or who are not parties to the Rome Statute or have 18 not otherwise consented to ICC jurisdiction.[SENTMARKER]According to the complaint, the ICC referred the situation in Libya to the U.N.[SENTMARKER]Security Council in February 2011, and the President declared a national emergency under the National Emergencies Act to deal with any unusual and extraordinary threat to the national security, foreign policy, or economy of the United State.[SENTMARKER]The complaint alleged that the Executive Order violated the Constitution's due process and equal protection and due process rights provisions of the Fourteenth Amendment.[SENTMARKER]The case was settled on January 15, 2021."
